name,page,dob,status,gender
"Lauga, Mr Burman",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=174,,,Male
"Law, Mr Sydney James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1016,23 Nov 1856,Deceased,Male
"Lawrence, Mr Walter Richard",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1562,03 Jan 1895,Deceased,Male
"Lawson, Mr Joseph Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1542,27 Jul 1893,Deceased,Male
"Lawson, Mr Nelson Simmons",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=313,01 May 1806,Deceased,Male
"Lawson, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=214,02 Jun 1774,Deceased,Male
"Laycock, Mr John Connell",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=479,02 Dec 1818,Deceased,Male
"Lazzarini, Mr Carlo Camillo",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1342,24 May 1880,Deceased,Male
"Leary, Mr George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=175,,,Male
"Leary, Mr Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=631,01 Jan 1831,Deceased,Male
"Lee, Mr Benjamin",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=556,05 Nov 1825,Deceased,Male
"Lee, Mr George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=683,16 Dec 1834,Deceased,Male
"Lee, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=252,01 Apr 1794,Deceased,Male
"Lee, The Hon. Charles Alfred",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=798,13 Nov 1842,Deceased,Male
"Lee, The Hon. John Robert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1423,19 Oct 1885,Deceased,Male
"Lees, Mr Samuel Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=802,01 Jan 1843,Deceased,Male
"Leitch, Dr David Stanley",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1819,09 Jan 1923,Deceased,Male
"Lesley, Mr William Copland",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=496,01 Jan 1820,Deceased,Male
"Leslie, Mr George Farquhar",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=497,19 Aug 1820,Deceased,Male
"Leslie, Mr Patrick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=430,25 Sep 1815,Deceased,Male
"Lethbridge, Mr Christopher Baron",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1440,30 Aug 1886,Deceased,Male
"Lethbridge, Mr Robert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=176,,,Male
"Levien, Mr Robert Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=914,01 Jan 1849,Deceased,Male
"Levin, Mr Leyser",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=612,01 Jan 1830,Deceased,Male
"Levy, Mr Lewis Wolfe",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=427,13 Jun 1815,Deceased,Male
"Levy, Sir Daniel",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1249,30 Nov 1872,Deceased,Male
"Lewis, Mr Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=506,01 Jan 1821,Deceased,Male
"Lewis, The Hon. Thomas Lancelot",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1810,23 Jan 1922,Deceased,Male
"Ley, The Hon. Thomas John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1344,28 Oct 1880,Deceased,Male
"Lindesay, Sir Patrick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=218,24 Feb 1778,Deceased,Male
"Linsley, Mr John Richard",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=565,30 May 1826,Deceased,Male
"Lithgow, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=223,01 Jan 1784,Deceased,Male
"Lloyd, Lieutenant-Colonel Herbert William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1396,18 Nov 1883,Deceased,Male
"Lloyd, Mr Edward Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=551,01 Jan 1825,Deceased,Male
"Lloyd, Mr George Alfred",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=433,14 Nov 1815,Deceased,Male
"Lloyd, Mr John Charles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=462,01 Jan 1818,Deceased,Male
"Lloyd, Mr Lewis",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=784,01 Jan 1842,Deceased,Male
"Lloyd, Mr Stanley Allan",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1491,08 Dec 1889,Deceased,Male
"Lloyd, Mrs Florence Violet",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1822,17 May 1920,Deceased,Female
"Lo Po', The Hon. Faye",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1933,01 Feb 1936,,Female
"Loder, Mr Andrew",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=559,14 Feb 1826,Deceased,Male
"Long, Mr William Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=752,28 Jul 1839,Deceased,Male
"Longley, Mr (Jim) James Alan",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2098,28 Jul 1958,,Male
"Longmore, Mr Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=177,,Deceased,Male
"Lonsdale, Mr Edmund",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=818,31 Oct 1843,Deceased,Male
"Lord, Mr Francis",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=385,01 Jan 1812,Deceased,Male
"Lord, Mr George William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=475,15 Aug 1818,Deceased,Male
"Loughlin, The Hon. Peter Ffrench",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1365,12 Dec 1881,Deceased,Male
"Loughnan, Mr George Cumberlege",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=785,01 Jan 1842,Deceased,Male
"Loughnane, Mr Michael John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1178,01 Jan 1867,,Male
"Love, Mr Christopher Augustine",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1410,22 Nov 1884,Deceased,Male
"Love, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=353,01 Jan 1810,Deceased,Male
"Lovelee, Mr William Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2068,04 Mar 1951,,Male
"Lowe, Mr Robert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=380,04 Dec 1811,Deceased,Male
"Loxton, Mr Edward James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1143,11 Oct 1864,Deceased,Male
"Lucas, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=472,24 Jun 1818,Deceased,Male
"Luscombe, Mr Richard Charles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=178,,,Male
"Lutwyche, Mr Alfred James Peter",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=359,26 Feb 1810,Deceased,Male
"Lynch, Mr Andrew",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=482,01 Jan 1819,Deceased,Male
"Lynch, Mr John Patrick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1275,06 Feb 1875,Deceased,Male
"Lyne, Sir William John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=833,06 Apr 1844,Deceased,Male
"Lynn, The Hon. Charlie John Stuart",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2117,14 Jan 1945,,Male
"Lyons, Mr James Denis",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1279,09 Mar 1875,Deceased,Male
"Lyons, Mr Samuel",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=566,09 Jun 1826,Deceased,Male
"Lysaght, Mr Andrew",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=655,01 Oct 1832,Deceased,Male
"Lysaght, Mr Andrew Augustus",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1257,08 Aug 1873,Deceased,Male
"Macalister, Mr Arthur",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=463,01 Jan 1818,Deceased,Male
"Macarthur, Mr Hannibal Hawkins",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=231,16 Jan 1788,Deceased,Male
"Macarthur, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=268,01 Jan 1798,Deceased,Male
"Macarthur, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=206,03 Sep 1767,Deceased,Male
"Macarthur, Sir William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=282,01 Dec 1800,Deceased,Male
"Macarthur-Onslow, Major-General James William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1190,07 Nov 1867,Deceased,Male
"MacCarthy, Mr Bruce Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2050,15 Oct 1948,,Male
"MacDiarmid, The Hon. Finlay Melrose",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1847,09 May 1925,Deceased,Male
"Macdonald, Dr Peter Alexander Cameron",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2000,29 May 1943,,Male
"Macdonald, Mr Donald Peter",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1438,03 Aug 1886,Deceased,Male
"Macdonald, Mr Hugh",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=926,01 Jan 1850,Deceased,Male
"Macdonald, Mr Ian Michael",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2216,07 Mar 1949,,Male
"MacDonald, Mr Scot",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=87,15 Feb 1961,,Male
"Macdonell, Mr Donald",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1084,01 Jan 1862,Deceased,Male
"MacFarlane, Dr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=399,31 Jul 1813,Deceased,Male
"MacGregor, Mr William Peter",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=960,01 Jan 1853,Deceased,Male
"Machattie, Mr Richard Randolph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=803,01 Jan 1843,Deceased,Male
"Machin, Ms Wendy Susan",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2100,14 Oct 1958,,Female
"Macintosh, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=514,08 Jul 1821,Deceased,Male
"Mack, Mr (Ted) Edward Carrington",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1918,20 Dec 1933,Deceased,Male
"Mackay, Major-General James Alexander Kenneth",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1052,05 Jun 1859,Deceased,Male
"Mackellar, Sir Charles Kinnaird",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=844,05 Dec 1844,Deceased,Male
"Mackenzie, Mr Thomas Fitzherbert Hawkins",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=973,01 Jan 1854,Deceased,Male
"Mackie, Mr Gordon Charlton",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1717,01 Jan 1912,Deceased,Male
"Mackinnon, Mr James Archibald",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=776,27 Sep 1851,Deceased,Male
"Mackinnon, Mr Lauchlan",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=456,26 Feb 1817,Deceased,Male
"MacLaurin, Sir Henry Normand",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=699,19 Dec 1835,Deceased,Male
"Macleay, Mr Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=205,24 Jun 1767,Deceased,Male
"Macleay, Sir George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=340,01 Jan 1809,Deceased,Male
"Macleay, Sir William John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=502,13 Jun 1820,Deceased,Male
"MacMahon, Mr Michael John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=980,08 Mar 1854,Deceased,Male
"Macpherson, Mr Allan",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=478,24 Oct 1818,Deceased,Male
"Maddison, The Hon. John Clarkson",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1804,04 Sep 1921,Deceased,Male
"Magrath, Mr Edward Crawford",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1350,05 Feb 1881,Deceased,Male
"Maguire, Mr Daryl William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=12,25 Mar 1959,,Male
"Maher, Mr Michael John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1940,11 Jul 1936,Deceased,Male
"Maher, Mr Ray Septimus",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1715,01 Apr 1911,Deceased,Male
"Mahoney, Mr Daniel John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1694,25 Jan 1909,Deceased,Male
"Mahony, Mr William Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1005,09 Feb 1856,Deceased,Male
"Mahony, The Hon. Robert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1247,03 Oct 1872,Deceased,Male
"Main, The Hon. Hugh",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1393,22 Aug 1883,Deceased,Male
"Mair, Mr Harold David",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1782,02 Jun 1919,Deceased,Male
"Mair, The Hon. Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1487,25 Aug 1889,Deceased,Male
"Mallam, Mr Heathcote Clifford",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1703,04 Dec 1909,Deceased,Male
"Malone, Mr Daniel (James)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1324,27 Sep 1878,Deceased,Male
"Maloney, Mr James Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1630,26 Jun 1901,Deceased,Male
"Manfred, The Hon. Marsden Erle",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1476,31 Dec 1888,Deceased,Male
"Manning, Mr Arthur Gibson",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1236,01 Jan 1872,Deceased,Male
"Manning, Sir William Montagu",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=375,20 Jun 1811,Deceased,Male
"Manning, Sir William Patrick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=865,18 Nov 1845,Deceased,Male
"Manning, The Hon. Henry Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1315,27 Jun 1877,Deceased,Male
"Mannix, The Hon. Norman John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1794,16 Aug 1920,Deceased,Male
"Manson, The Hon. (Andy) Andrew Bruce",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1936,23 Mar 1936,Deceased,Male
"Manton, Mr Frederick Julian",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=620,26 Apr 1830,Deceased,Male
"Manyweathers, Mr Richmond William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1681,29 Jan 1907,Deceased,Male
"Markham, Mr Colin William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1971,04 Jun 1940,,Male
"Markham, Mr George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=521,01 Jan 1822,Deceased,Male
"Marks, Mr Ernest Samuel",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1244,07 Jul 1872,Deceased,Male
"Marks, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=688,01 Jan 1835,Deceased,Male
"Marks, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=580,24 Nov 1827,Deceased,Male
"Marsh, Mr Matthew Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=179,01 Jan 1801,Deceased,Male
"Marsh, Mr Ralph Benson",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1699,03 Sep 1909,Deceased,Male
"Martin, Major (Clarrie) Clarence Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1616,10 Feb 1900,Deceased,Male
"Martin, Mr Gerard Francis",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2145,28 May 1946,,Male
"Martin, Mr James (2)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=927,01 Jan 1850,Deceased,Male
"Martin, Mr John Bertie",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1508,16 Oct 1890,Deceased,Male
"Martin, Mr Joseph Michael",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1599,03 Jan 1898,Deceased,Male
"Martin, Mr Lewis Ormsby",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1237,01 Jan 1872,Deceased,Male
"Martin, Mr William Fraser",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=670,01 Jan 1834,Deceased,Male
"Martin, Sir James (1)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=501,14 May 1820,Deceased,Male
"Martin, The Hon. (Bob) Robert Douglas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2020,07 Dec 1945,,Male
"Mason, Mr Harold Harvey",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1496,28 Jan 1890,Deceased,Male
"Mason, The Hon. John Marsden",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1881,20 Nov 1928,,Male
"Massie, Mr Robert George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=180,01 Jan 1815,Deceased,Male
"Mate, Mr Thomas Hodges",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=361,05 Apr 1810,Deceased,Male
"Matheson, Mr George McLeod",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=961,01 Jan 1853,Deceased,Male
"Matheson, Mr Guy Kevin Vincent",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2074,20 Sep 1952,,Male
"Matthews, The Hon. Claude Hilton",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1609,19 Jan 1899,Deceased,Male
"Matthews, The Hon. John Cyril James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1871,11 Feb 1928,Deceased,Male
"Mauger, Mr Stephen George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1793,17 Jun 1920,Deceased,Male
"Mayne, Mr William Colburn",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=336,22 Jul 1808,Deceased,Male
"McArthur, The Hon. Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=409,10 Mar 1814,Deceased,Male
"McBride, The Hon. Grant Anthony",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2128,29 Dec 1949,Deceased,Male
"McCarthy, Mr William John Patrick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1824,22 May 1923,Deceased,Male
"McCartney, Mr Robert Arthur",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1676,07 Sep 1906,,Male
"McCaughey, Sir Samuel",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=695,01 Jul 1835,Deceased,Male
"McCaw, Sir Kenneth Malcolm",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1687,08 Oct 1907,Deceased,Male
"McClelland, Mr Alfred",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1434,18 Apr 1886,Deceased,Male
"McCourt, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=943,01 Mar 1851,Deceased,Male
"McCoy, Mr Richard Watson Walker",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1130,07 Nov 1863,Deceased,Male
"McCredie, Mr George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1048,01 Jan 1859,Deceased,Male
"McCulloch, Mr Andrew Hardie (Junior)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=181,,Deceased,Male
"McDicken, Mr Henry James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1268,27 Sep 1874,Deceased,Male
"McDonald, Dr Andrew Dominic",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2187,01 Mar 1955,,Male
"McDonald, Mr Bruce John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1928,26 May 1935,,Male
"McDonald, The Hon. George Roy William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1381,29 Jan 1883,Deceased,Male
"McElhone, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=664,16 Jun 1833,Deceased,Male
"McFarlane, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=976,26 Jan 1854,Deceased,Male
"McGarry, Mr Patrick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1114,01 Jan 1863,Deceased,Male
"McGinty, The Hon. Laurence Frederick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1797,16 Jan 1921,Deceased,Male
"McGirr, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1497,06 Feb 1890,Deceased,Male
"McGirr, Mr John Joseph Gregory",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1338,11 Oct 1879,Deceased,Male
"McGirr, Mr Patrick Michael",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1272,25 Dec 1874,Deceased,Male
"McGowan, Mr Brian",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1931,23 Sep 1935,Deceased,Male
"McGowen, Mr James Sinclair Taylor",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=993,16 Aug 1855,Deceased,Male
"McGrane, Mr (Tony) Anthony Michael",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2026,01 Jun 1946,Deceased,Male
"McGrath, The Hon. John Francis",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1544,01 Sep 1893,Deceased,Male
"McIlwaine, Mr Garry David",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2012,07 Oct 1944,,Male
"McInerney, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=846,15 Dec 1844,Deceased,Male
"McIntosh, Mr Hugh Donald",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1301,10 Sep 1876,Deceased,Male
"McIntosh, Mr John Charles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1629,11 Apr 1901,Deceased,Male
"McIntyre, Mr Donald",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=182,,,Male
"McIntyre, Mr William Donald",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1201,02 Jan 1869,Deceased,Male
"McKay, Mr George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=487,17 Mar 1819,Deceased,Male
"McKay, Mr Thomas Sidney",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1700,01 Oct 1909,Deceased,Male
"McKell, Sir (Bill) William John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1523,26 Sep 1891,Deceased,Male
"McKillop, Mr Roydon George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1348,01 Jan 1881,Deceased,Male
"McKinnon, Mr Hugh",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=997,01 Jan 1856,Deceased,Male
"McLaughlin, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=933,05 Jun 1850,Deceased,Male
