name,number,bio
Hon Leeanne Enoch,3451737636,"
    
        
    
        
            Electorate
            Algester -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            31 January 2015
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        

Ministerial Office Postal AddressGPO Box 5078BRISBANE  QLD  4001

Ministerial Office1 William StreetBRISBANE QLD 4000

Phone: (07) 3719 7140Fax: n/aEmail: [email protected]
        

Electorate Office AddressShops 3 and 4, 137 Parkwood DriveHEATHWOOD QLD 4110

Phone: (07) 3737 2110Fax: n/aEmail: Alge[email protected]
    
    
        Parliamentary Service
    
        Current: 
Minister for Environment and the Great Barrier Reef, Minister for Science and Minister for the Arts: 12 Dec 2017
		
    
        Past:
Minister for Innovation, Science and the Digital Economy and Minister for Small Business: 8 Dec 2015 - 11 Dec 2017
Minister for Housing and Public Works and Minister for Science and Innovation: 16 Feb 2015 - 8 Dec 2015



    

        

    
   
        
    

    
     



    
    


"
Hon Michael (Mick) de Brenni,3608468635,"
    
        
    
        
            Electorate
            Springwood -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            31 January 2015
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        

Ministerial Office Postal AddressPO Box 2457BRISBANE  QLD  4001

Ministerial Office1 William StreetBRISBANE  QLD  4000

Phone: (07) 3719 7270Fax: n/aEmail: [email protected]
        

Electorate Office AddressShops 4-6, Springwood Rd Business Centre71-73 Springwood RoadSPRINGWOOD QLD 4127

Phone: (07) 3414 2110Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Minister for Housing and Public Works; Minister for Digital Technology; Minister for Sport: 12 Dec 2017
		
    
        Past:
Minister for Housing and Public Works and Minister for Sport: 10 Feb 2017 - 11 Dec 2017
Minister for Housing and Public Works: 8 Dec 2015 - 10 Feb 2017
Chief Government Whip: 19 Feb 2015 - 16 Feb 2016



    
		
        Career
    
	

        Campaign Director Queensland Council of Unions (QCU), Assistant Secretary United Voice, Industrial Officer TCFUA, Member Health and Community Workforce Council, Member National Aged Care Committee

    
   
        
            Community Activity:  Queensland Community Alliance, Industrial Relations Society Qld, Logan East Community Neighbourhood Association, Rotary, Trail Care SEQTA, Vice Patron Surf Life Saving Queensland, Mountain Bike Australia, RATS Cycling Club, Bicycle Qld, Rochedale Tigers RLFC, Easts Springwood Tigers RLFC, Springwood Suns Cricket Club, Rochedale South Cricket Club, Slacks Creek FC, Rochedale Rovers FC, Logan Lightning FC, Underwood Park Netball Association, Shailer Park Netball Association. 
        
    

    Personal
     
            
               Birth Date: 
            
                8 February 1978
            
        
            
               Family: 
            
                Married (2 children)
            
        
            
               Education: 
            
                Springwood Road State School, Redeemer Lutheran College, Griffith University 
            
        
            
               Relationship to Politicians: 
            
                Father was a local councillor in Albert and Logan
            
        



    Additional Information
    
            Notes:  Qualifications: Bachelor of Commerce (IR) (HR), Griffith University 
Personal interests: conservation, cycling and mountain biking; surfing; family 
        


"
Hon Cameron Dick,2735111125,"
    
        
    
        
            Electorate
            Woodridge -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            31 January 2015Previous RepresentationGreenslopes - ALP (21 Mar 2009 - 23 Mar 2012)
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        

Ministerial Office Postal AddressPO Box 15009CITY EAST  QLD  4002

Ministerial Office1 William StreetBRISBANE  QLD  4000

Phone: (07) 3719 7200Fax: n/aEmail: [email protected]
        
Electorate Office Postal AddressPO Box 2486LOGAN CITY DC QLD 4114

Electorate Office AddressUnit 2B, Logan Central Plaza Shopping Centre38-74 Wembley RoadLOGAN CENTRAL QLD 4114

Phone: (07) 3445 4100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Treasurer, Minister for Infrastructure and Planning: 11 May 2020
		
    
        Past:
Minister for State Development, Manufacturing, Infrastructure and Planning: 12 Dec 2017 - 10 May 2020
Minister for Health and Minister for Ambulance Services: 16 Feb 2015 - 11 Dec 2017
Minister for Education: 21 Feb 2011 - 26 Mar 2012
Minister for Industrial Relations: 26 Mar 2009 - 26 Mar 2012
Attorney-General: 26 Mar 2009 - 21 Feb 2011



    
		
        Career
    
	

        Prior to election Barrister-at-Law in private practice at the Queensland Bar. Chair, Commonwealth Safety, Rehabilitation and Compensation Commission, 2012 – 2014.  Attorney-General of Tuvalu 1995-1996; Crown Counsel, Government of Tuvalu, 1993-1995.  Admitted as a Solicitor of the Supreme Court of Queensland and all Federal Courts including the High Court of Australia, 1992. Previously employed as a solicitor in private practice and in the public sector.  Member of the Australian Labor Party since 1989.  Former delegate to State and National Conferences.  Former member of State Party committees including State Administrative Committee and State Campaign Committee. 

    Party Positions: (ALP) Member of the Australian Labor Party since 1989.  - 

 (ALP) Delegate, State Conference; Member, Queensland Administrative Committee; Member, Rules Committee; Former member, State Campaign Committee; Former delegate, National Conference.  - 

 (ALP) Former Branch President, Former Branch Vice-president, Branch Secretary and holder of other branch executive positions.  - 

 (ALP) Former Branch Delegate and Executive Member of Municipal, State and Federal Electoral Councils.  - 

  Community Activity:  Member, Logan and Districts Services Club; Member, The Rec Club, Logan. Former volunteer lawyer at YFS Ltd Logan Legal Advice Centre. Active supporter of multicultural, community and volunteer service organisations over many years including junior sporting clubs, Rotary International, Local Ambulance Committees, historical societies, Heart Support Australia and RSL sub-branches.  
        
    

    Personal
     
            
               Birth Date: 
            
                 (Brisbane, Queensland, Australia)
            
        
            
               Family: 
            
                Married (2 children)
            
        
            
               Education: 
            
                Bachelor of Arts, Bachelor of Commerce and Bachelor of Laws (University of Queensland); Master of Law (Trinity Hall, Cambridge, United Kingdom)
            
        



    Additional Information
    
            Notes:  International development volunteer in the South-West Pacific island nation of Tuvlau through the Australian Volunteers Abroad program, now Australian Volunteers International (1993-1996). 

Member Australian Workers’ Union (Queensland Branch); Association of Labor Lawyers Qld (Inc); Queensland Parliamentary Friends of Rugby League

Interests include rugby league and cricket. 
        
            Publications:  Queensland Parliament, Members List, Biography, http://www.parliament.qld.gov.au/ 
        
            Sources:  Dick, C., 'Winds of change: the Queensland justice system: Attorney-General explains civil and criminal reforms', Proctor, V.30 No.5, Jun 2010, 20-21. 
        


"
Mr Nicholas (Nick) Dametto,3295683648,"
    
        
    
        
            Electorate
            Hinchinbrook -  View Map (.pdf)
        
        
            Party
            Katter's Australian Party (KAP)
        
            Date of Election
            25 November 2017
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 399INGHAM QLD 4850

Electorate Office AddressHinchinbrook Central, 86-92 Herbert StreetINGHAM QLD 4850

Phone: (07) 4765 4700Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Member, Education, Employment and Small Business Committee: 15 Feb 2018
		
        Career
    
	

        Mechanical fabrication apprenticeship - CSR mechanical fitter; hard rock mining Qld; Construction fitter iron ore WA; coxswain; business owner - Townsville Water Sports. 

    
   
        
            Community Activity:  Southern Cross Water-Ski Club; North Queensland Personal Water Craft Club. 
        
    

    Personal
     
            
               Birth Date: 
            
                18 September 1983 (Ingham, Queensland, Australia)
            
        
            
               Family: 
            
                Married (1 child)
            
        
            
               Religion: 
            
                Catholic
            
        



    Additional Information
    
            Notes:  Personal interests: Water skiing; jet skiing, fishing, diving, drag racing, shooting, motor bikes, motocross, fitness. 
        


"
Hon Yvette D'Ath,292739608,"
    
        
    
        
            Electorate
            Redcliffe -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            22 February 2014
        
            SpeechesInaugural |  All Speeches
        

        Websitehttp://yvettedathmp.com/ 
    
    
    
    
        Contact details
    

        

Ministerial Office Postal AddressGPO Box 149BRISBANE  QLD  4001

Ministerial Office1 William StreetBRISBANE  QLD  4000

Phone: (07) 3719 7400Fax: n/aEmail: [email protected]
        
Electorate Office Postal AddressPO Box 936REDCLIFFE QLD 4020

Electorate Office AddressSuite 35 Level 1, Bluewater Square Shopping CentCnr Anzac Ave & Sutton StreetREDCLIFFE QLD 4020

Phone: (07) 3448 7100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Chair, Business Committee: 3 Sep 2018
Attorney-General and Minister for Justice: 12 Dec 2017
Leader of the House: 11 Dec 2017
Member, Committee of the Legislative Assembly: 11 Dec 2017

		
    
        Past:
Attorney-General and Minister for Justice and Minister for Training and Skills: 16 Feb 2015 - 11 Dec 2017
Shadow Minister for Justice and Attorney-General; Training; Disability Services; Housing: 5 Aug 2014 - 2015
Member, Legal Affairs and Community Safety Committee: 27 Aug 2014 - 6 Jan 2015
Member, Education and Innovation Committee: 4 Mar 2014 - 27 Aug 2014
Shadow Minister for Education and Training; Disability Services; Science, IT and Innovation: 4 Mar 2014 - 4 Aug 2014
Parliamentary Secretary for Climate Change, Innovation and Industry: 1 Jul 2013 - 18 Sep 2013
Parliamentary Secretary for Climate Change, Industry and Innovation: 25 Mar 2013 - 1 Jul 2013
Parliamentary Secretary for Climate Change and Energy Efficiency: 4 Feb 2013 - 25 Mar 2013
Member, House of Representatives Standing Committee on Education and Employment: 25 Oct 2010 - 13 Feb 2013
Member, Speaker’s Panel: 20 Oct 2010 - 13 Feb 2013
Deputy Chair of Joint Committee on Public Accounts and Audit: 25 Oct 2010 - 6 Feb 2013
Chair of Privileges and Members' Interests: 14 Mar 2012 - 5 Feb 2013
Deputy Chair of Joint Committee on National Broadband Network: 22 Mar 2011 - 14 Mar 2012
Member, Joint Select Committee on Parliamentary Budget: 23 Nov 2010 - 23 Mar 2011
Member of Joint Standing Committee on Migration: 18 Feb 2008 - 21 Mar 2011
Member, House of Representatives Standing Committee on Education and Training: 19 Feb 2008 - 19 Jul 2010
Member, House of Representatives Standing Committee on Climate Change, Water, Environment and the Arts: 19 Feb 2008 - 16 Mar 2009



    
		
        Career
    
	

        Prior to be elected to federal parliament – Senior Industrial Advocate, AWUEQ; Exchange program Canada and USA 0ctober-December 2005; Member of the Training and Employment Recognition Council 2000 to 2007; Member for the Queensland Workplace Bullying Taskforce, 2001-2002; Associate, Queensland Industrial Relations Commission 1992-1994; various clerical and hospitality positions from 1985-1992. 

    
   
        
    

    Personal
     
            
               Birth Date: 
            
                26 July 1970 (Penrith, NSW)
            
        
            
               Family: 
            
                Married (2 children)
            
        
            
               Education: 
            
                Bachelor of Laws (QUT); Graduate Diploma of Legal Practice (ANU).
            
        



    
    


"
Mr David Crisafulli,1630339737,"
    
        
    
        
            Electorate
            Broadwater -  View Map (.pdf)
        
        
            Party
            Liberal National Party (LNP)
        
            Date of Election
            25 November 2017Previous RepresentationMundingburra - LNP (24 Mar 2012 - 30 Jan 2015)
        
            SpeechesAll Speeches
        

        
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 758PARADISE POINT QLD 4216

Electorate Office AddressShop 20, Hope Island Central340 Hope Island RoadHOPE ISLAND QLD 4212

Phone: (07) 5560 6100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Shadow Minister for Environment, Science and the Great Barrier Reef: 15 Dec 2017
Shadow Minister for Tourism: 15 Dec 2017

		
    
        Past:
Minister for Local Government, Community Recovery and Resilience: 4 Feb 2013 - 13 Feb 2015
Minister for Local Government: 3 Apr 2012 - 4 Feb 2013



    

        

    
   
        
    

    
     



    
    


"
Hon Craig Crawford,890183913,"
    
        
    
        
            Electorate
            Barron River -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            31 January 2015
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        

Ministerial Office Postal AddressPO Box 15457CITY EAST  QLD  4002

Ministerial Office1 William StreetBRISBANE  QLD  4000

Phone: (07) 3008 3700Fax: n/aEmail: [email protected], [email protected]
        

Electorate Office AddressUnit 7, Stanton PlaceCaptain Cook HighwaySMITHFIELD QLD 4878

Phone: (07) 4229 0100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Minister for Fire and Emergency Services and Minister for Aboriginal and Torres Strait Islander Partnerships: 12 May 2020
		
    
        Past:
Minister for Fire and Emergency Services: 12 Dec 2017 - 11 May 2020
Temporary Deputy Speaker: 16 Feb 2016 - 14 Feb 2018
Member, Coal Workers’ Pneumoconiosis Select Committee: 15 Sep 2016 - 24 Nov 2017
Infrastructure, Planning and Natural Resources Committee: 11 May 2016 - 24 Nov 2017
Member, Ethics Committee: 18 Feb 2016 - 24 Nov 2017
Member, Finance and Administration Committee: 27 Mar 2015 - 11 May 2016



    
		
        Career
    
	

        Prior to election - Ambulance Paramedic, Small Business Owner, Locksmith (self employed)

    
   
        
            Community Activity:  United Voice, Qld. Queensland Council of Unions. 
        
    

    Personal
     
            
               Birth Date: 
            
                17 January 1970 (Terang, Victoria, Australia)
            
        
            
               Education: 
            
                Diploma of Ambulance Paramedic Studies. Certificate IV in Fire Technology.
            
        



    
    


"
Mr Michael Crandon,259257624,"
    
        
    
        
            Electorate
            Coomera -  View Map (.pdf)
        
        
            Party
            Liberal National Party (LNP)
        
            Date of Election
            21 March 2009
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 314ORMEAU QLD 4208

Electorate Office AddressLevel 1, 270 Lahrs RoadORMEAU QLD 4208

Phone: (07) 5560 8100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Member, Parliamentary Crime and Corruption Committee: 18 Dec 2017
		
    
        Past:
Deputy Chair, Legal Affairs and Community Safety Committee: 25 May 2017 - 24 Nov 2017
Member, Legal Affairs and Community Safety Committee: 10 May 2016 - 25 May 2017
Member, Finance and Administration Committee: 27 Mar 2015 - 10 May 2016
Member, State Development, Infrastructure and Industry Committee: 3 Jun 2014 - Jan 2015
Chair, Ethics Committee: 7 Aug 2013 - 6 Jan 2015
Member, Parliamentary Crime and Misconduct Committee: 7 Aug 2013 - 21 Nov 2013
Chair, Finance and Administration Committee: 18 May 2012 - 7 Aug 2013
Member, Finance and Administration Committee: 4 Aug 2011 - 19 Feb 2012
Member, Public Accounts Committee and Public Works Committee: 23 Apr 2009 - 14 Jun 2011



    
		
        Career
    
	

        Michael was a Financial Planner for more than 21 years, helping a diverse range of local residents plan for their future and that of their families.

    
   
        
            Community Activity:  Michael has been actively involved in a number of community groups and organisations operating across the Coomera electorate, including Chairman of the Salvation Army Red Shield Appeal-Northern Gold Coast and Beenleigh area until June 2010. In his role Michael was responsible for overseeing the areas of Eagleby, Pimpama, Ormeau and Jacobs Well. Michael is a current member of the Beenleigh Police Citizens Youth Club (PCYC) Committee (since 2003) and North Gold Coast RSL Sub Branch. He is also a current member of the Lions Club of Helensvale, Patron of the Helensvale Pacific Pines Cricket Club and Co-Patron of Woongoolba Bowls Club. Michael is proud to be a White Ribbon Ambassador against Domestic Violence.  
        
    

    Personal
     
            
               Family: 
            
                Married, Pauline (3 children)
            
        
            
               Education: 
            
                 Masters Business Administration (MBA) with a specialisation in Finance and Investment; Master of Arts (MA) in Journalism and Mass Communication; Diploma of Financial Planning (Dip FP); Diploma of Life Insurance (Dip LI).
            
        



    Additional Information
Michael Crandon has lived and worked in the local community for more than thirty years. His business and life experiences have equipped him well for the task of representing his local community. Michael is determined to ensure that residents of the Coomera electorate have a representative in State Parliament who is committed to working hard on their behalf, to deliver solutions to the everyday problems being faced by the community. 
    


"
Mr Jason Costigan,3824095407,"
    
        
    
        
            Electorate
            Whitsunday -  View Map (.pdf)
        
        
            Party
            North Queensland First (NQF)
        
            Date of Election
            24 March 2012Previous RepresentationWhitsunday - IND (2 Feb 2019 - 17 Nov 2019) Whitsunday - LNP (24 Mar 2012 - 1 Feb 2019)
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 251PROSERPINE QLD 4800

Electorate Office AddressSuite 2, Federation House20 Chapman StreetPROSERPINE QLD 4800

Phone: (07) 4845 3100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: No current Parliamentary Service
    
    
		
    
        Past:
Member, Innovation, Tourism Development and Environment Committee: 15 Feb 2018 - 12 Feb 2019
Shadow Assistant Minister for North Queensland: 10 May 2016 - 14 Dec 2017
Member, Public Works and Utilities Committee: 14 Feb 2017 - 24 Nov 2017
Member, Coal Workers’ Pneumoconiosis Select Committee: 15 Sep 2016 - 24 Nov 2017
Member, Transportation and Utilities Committee: 18 Feb 2016 - 14 Feb 2017
Shadow Assistant Minister to the Opposition Leader for North Queensland: 31 Jan 2015 - 10 May 2016
Member, Utilities, Science and Innovation Committee: 27 Mar 2015 - 18 Feb 2016
Member, Agriculture, Resources and Environment Committee: 18 May 2012 - 6 Jan 2015



    
		
        Career
    
	

         Prior to election Journalist and TV Presenter, Rugby League Commentator, Sports Advisor to the Howard Government, Media Adviser to Senator Ian MacDonald. 

    Party Positions: (NQF) Parliamentary Leader. 18 Nov 2019 - 
  Community Activity:  Member of the Proserpine Chamber of Commerce, Whitsunday Coast Chamber of Commerce, Mackay Region Chamber of Commerce, NQ First, Northern Beaches Bowls Club, Magpies Sporting Club, Seaforth Bowls Club, Shag Islet Cruising Yacht Club, Mackay Turf Club, Bowen Turf Club, Cowboys Leagues Club, NQ Dry Tropics, Australian Monarchists League, Parliamentary Friends of Rugby League, Parliamentary Friends of Cricket, Parliamentary Friends of Surf Lifesaving, Parliamentary Friends of Tennis and the Australasian Study of Parliament Group; Associate Member of the Australian Brahman Breeders Association; Life Member of the Pioneer Valley Show Society; Vice-Patron of the North Barrier Branch of Surf Lifesaving Queensland, Mackay Choral Society and the Mackay Eisteddfod Association; Patron of the Whitsunday PCYC, Eimeo Surf Lifesaving Club and the Whitsunday Life Saving Club.  
        
    

    Personal
     
            
               Birth Date: 
            
                13 June 1971 (Mackay)
            
        
            
               Family: 
            
                Single (2 children)
            
        
            
               Religion: 
            
                Catholic
            
        



    
    


"
Hon Glenn Butcher,915661556,"
    
        
    
        
            Electorate
            Gladstone -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            31 January 2015
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        


Ministerial Office1 William StreetBRISBANE  QLD  4000

Phone: (07) 3035 6170Fax: n/aEmail: [email protected], [email protected]
        

Electorate Office Address2/191 Philip StreetGLADSTONE QLD 4680

Phone: (07) 4904 1100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Minister for Regional Development and Manufacturing: 11 May 2020
		
    
        Past:
Assistant Minister for Treasury: 12 Dec 2017 - 10 May 2020
Assistant Minister for Transport and Infrastructure: 10 Feb 2017 - 11 Dec 2017
Assistant Minister for Local Government and Infrastructure: 11 Nov 2016 - 10 Feb 2017
Chair, Agriculture and Environment Committee: 18 Feb 2016 - 29 Nov 2016
Member, Infrastructure, Planning and Natural Resources Committee: 27 Mar 2015 - 18 Feb 2016



    
		
        Career
    
	

        Prior to election - apprentice, maintenance tradesman, maintenance superintendent.

    
   
        
            Community Activity:  Gladstone Rugby League Independent Director. GAPDL - Member. 
        
    

    Personal
     
            
               Birth Date: 
            
                15 April 1972 (Gladstone, Queensland, Australia)
            
        
            
               Education: 
            
                Mechanical Engineering Fitter and Machinist. Frontline Management.
            
        



    
    


"
Mr Donald (Don) Brown,2877371171,"
    
        
    
        
            Electorate
            Capalaba -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            31 January 2015
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 455CAPALABA QLD 4157

Electorate Office AddressShop 60, Capalaba ParkMount Cotton RoadCAPALABA QLD 4157

Phone: (07) 3915 0100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Member, Transport and Public Works Committee: 19 May 2020
Member [Deputy Premier's nominee], Committee of the Legislative Assembly: 13 Feb 2018
Chief Government Whip: 11 Dec 2017

		
    
        Past:
Member, Parliamentary Crime and Corruption Committee: 2 Jan 2018 - 15 Feb 2018
Member, Legal Affairs and Community Safety Committee: 18 Feb 2016 - 24 Nov 2017
Chair, Ethics Committee: 18 Feb 2016 - 24 Nov 2017
Member, Utilities, Science and Innovation Committee: 27 Mar 2015 - 18 Feb 2016
Member, Parliamentary Crime and Corruption Committee: 27 Mar 2015 - 18 Feb 2016



    
		
        Career
    
	

        Prior to election - Pathology Scientist, Union Official - United Voice.

    
   
        
    

    Personal
     
            
               Birth Date: 
            
                3 January 1981 (Brisbane, Queensland, Australia)
            
        
            
               Education: 
            
                Birkdale State School, Bachelor of Applied Science (BApSc), QUT. Bachelor of Laws (LLB), QUT.
            
        



    
    


"
Ms Nikki Boyd,3280563879,"
    
        
    
        
            Electorate
            Pine Rivers -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            31 January 2015
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 5832BRENDALE QLD 4500

Electorate Office AddressShop 5A, 199 Gympie RoadSTRATHPINE QLD 4500

Phone: (07) 3448 3100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Assistant Minister for Health: 11 May 2020
		
    
        Past:
Member, Economics and Governance Committee: 15 Feb 2018 - 18 May 2020
Member, Ethics Committee: 15 Feb 2018 - 18 May 2020
Deputy Government Whip: 11 Dec 2017 - 10 May 2020
Member, Parliamentary Crime and Corruption Committee: 18 Feb 2016 - 14 Feb 2018
Member, Legal Affairs and Community Safety Committee: 29 Nov 2016 - 24 Nov 2017
Member, Education, Tourism, Innovation and Small Business Committee: 18 Feb 2016 - 14 Jun 2016
Member, Communities, Disability Services and Domestic and Family Violence Prevention Committee: 27 Mar 2015 - 18 Feb 2016
Member, Ethics Committee: 27 Mar 2015 - 18 Feb 2016



    
		
        Career
    
	

        Prior to election: Union Lead Organiser- United Voice, Educator- early childhood education and care.

    Party Positions: (ALP) Policy coordination council member. 2015 - 2015
 (ALP) National conference delegate. 2015 - 2015
 (ALP) National conference delegate. 2015 - 2015
 (ALP) State Organiser - ALPQ. 2013 - 2014
 (ALP) Dickson State conference delegate. 2013 - 2015
 (ALP) Policy committee associate member, health. 2012 - 2012
 (ALP) SEC Delegate: Pine Rivers. 2011 - 2015
 (ALP) SEC Delegate: Kallangur. 2011 - 2014
 (ALP) Secretary: Petrie Lawnton Branch. 2011 - 2014
 (ALP) FEC Delegate: Dickson. 2011 - 2015
 (ALP) Queensland Labor Women’s Network. 2011 - 2014
 (ALP) SEC Delegate: South Brisbane. 2008 - 2011
 (ALP) Secretary: South Brisbane Branch. 2008 - 2011
  Community Activity:  Lawnton Kindy, Club Pine, Pine Central Holy Spirit Football Club, Pine Rivers United Sports Club Inc. 
        
    

    Personal
     
            
               Birth Date: 
            
                20 May 1983 (Windsor, Brisbane, Queensland, Australia)
            
        
            
               Parents: 
            
                James and Geraldine Boyd
            
        
            
               Education: 
            
                Diploma Children's Services
            
        
            
               Religion: 
            
                Catholic
            
        



    
    


"
Mr Colin Boyce,819683359,"
    
        
    
        
            Electorate
            Callide -  View Map (.pdf)
        
        
            Party
            Liberal National Party (LNP)
        
            Date of Election
            25 November 2017
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 559BILOELA QLD 4715

Electorate Office Address64 Callide StreetBILOELA QLD 4715

Phone: (07) 4845 1100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Member, Transport and Public Works Committee: 15 Feb 2018
		
        Career
    
	

        Self-employed Boilermaker/Engineer, Farmer and Grazier.

    
   
        
            Community Activity:  First Officer Rural Fire Brigade (20 years), Provide machinery and manual assistance to local organisations. 
        
            Local Government Service:  Councillor Taroom Shire Council 2005-2008 (prior to amalgamations) 
        
    

    Personal
     
            
               Birth Date: 
            
                30 October 1962 (Toowoomba, Queensland, Australia)
            
        
            
               Family: 
            
                married (3 children)
            
        
            
               Education: 
            
                Toowoomba Grammar School
            
        
            
               Religion: 
            
                Anglican
            
        



    Additional Information
    
            Notes:  Interests: Exploring national parks, reading, classic motorbike restoration. 
        


"
Mr Mark Boothman,1164255125,"
    
        
    
        
            Electorate
            Theodore -  View Map (.pdf)
        
        
            Party
            Liberal National Party (LNP)
        
            Date of Election
            24 March 2012Previous RepresentationAlbert - LNP (24 Mar 2012 - 24 Nov 2017)
        
            SpeechesInaugural |  All Speeches
        

        Websitehttp://www.markboothman.com/ 
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 1181OXENFORD QLD 4210

Electorate Office AddressShops 8 & 9, 3 Cottonwood PlaceOXENFORD QLD 4210

Phone: (07) 3445 0100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Member, State Development, Tourism, Innovation and Manufacturing Committee: 21 May 2020
Deputy Opposition Whip: 15 Dec 2017

		
    
        Past:
Member, Innovation, Tourism Development and Environment Committee: 12 Feb 2019 - 20 May 2020
Member, Education, Tourism, Innovation and Small Business Committee: 18 Feb 2016 - 24 Nov 2017
Member, Education, Tourism and Small Business Committee: 27 Mar 2015 - 18 Feb 2016
Member, Education and Innovation Committee: 18 May 2012 - 6 Jan 2015



    
		
        Career
    
	

        Prior to election independent Mortgage Broker.

    
   
        
    

    Personal
     
            
               Birth Date: 
            
                6 June 1977
            
        
            
               Family: 
            
                Married (3 children)
            
        
            
               Education: 
            
                Bachelor of Multimedia, Diploma of Multimedia. 
            
        



    
    


"
Ms Sandra (Sandy) Bolton,332322051,"
    
        
    
        
            Electorate
            Noosa -  View Map (.pdf)
        
        
            Party
            Independent (IND)
        
            Date of Election
            25 November 2017
        
            SpeechesInaugural |  All Speeches
        

        Websitehttp://sandybolton.com/ 
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 1447NOOSAVILLE BC QLD 4566

Electorate Office AddressSuite CB05, Noosa Civic28 Eenie Creek RoadNOOSAVILLE QLD 4566

Phone: (07) 5319 3100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Member, State Development, Tourism, Innovation and Manufacturing Committee: 21 May 2020
		
    
        Past:
Member, Innovation, Tourism Development and Environment Committee: 15 Feb 2018 - 20 May 2020


    
		
        Career
    
	

        Management of small to medium sized enterprises in the private and not for profit sectors. Consultant to small and medium sized enterprises in private and not for profit sectors covering management, business development, administration and social innovation.

    
   
        
            Community Activity:  Director and Company Secretary, Sunshine Coast Community Financial Services Ltd - Bendigo Community Bank. Founding Member - Innovate Noosa. member, Community Advisory Committee, Sunshine Coast Primary Health Network. 
        
            Local Government Service:  Noosa Shire Councillor 2013-2016 
        
    

    Personal
     
            
               Birth Date: 
            
                3 March 1964 (Gosford, New South Wales, Australia)
            
        
            
               Education: 
            
                Graduate Certificate in Social Innovation - CQ University
            
        



    Additional Information
    
            Notes:  Personal interests: People and community; environment and sustainable living; the creatives and culture. 
        


"
