name,number,personal,everything
"Daniels,  Henry John ",/4139346923,"
    
            Birth Date: 8 March 1857 (Bethnal Green, London, England)
            
Death Date: 13 June 1934 (Brisbane, Queensland, Australia)  
            
Parents: Samuel Daniels and Charlotte (nee Hood) 
            Family: Alice Chalmers (2 children), Susannah Patterson in Stanthorpe on 18 June 1874, 3 sons, 3 daughters 
             
            
Education: Attended school in London  
            Religion: Church of England 
            
     ","
     Personal
    
        
    
    
            Birth Date: 8 March 1857 (Bethnal Green, London, England)
            
Death Date: 13 June 1934 (Brisbane, Queensland, Australia)  
            
Parents: Samuel Daniels and Charlotte (nee Hood) 
            Family: Alice Chalmers (2 children), Susannah Patterson in Stanthorpe on 18 June 1874, 3 sons, 3 daughters 
             
            
Education: Attended school in London  
            Religion: Church of England 
            
     
    
    
    Career
        Laboured on parents' farm; Worked in Stanthorpe tin mines, 1872-1874; Selector, Clifton Homestead Region, Mt Kent, Darling Downs, 1877; Selected large grazing farm, Gindie, Emerald, 1895; Transferred his leases in 1904 
        
        
        
        
        
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                ALP
                Cambooya
                6 May 1893
                18 Mar 1899
                
            

    

      Additional Information
    Notes: Member, Queensland Shearers' Union
    
    Sources: Bernays, Charles Arrowsmith, Queensland Politics During Sixty (1859-1919) Years (Brisbane: A.J. Cummings, Government Printer, 1920); Waterson, DB, A Biographical Register of the Queensland Parliament: 1860-1929, 2nd revised edition (Sydney: Casket Publications, 2001)

    [Last Modified: Tuesday, 27 June 2017]


"
"Hinze,  Russell James (Russ)",/4142092657,"
    
            Birth Date: 19 June 1919 (Oxenford, Queensland, Australia)
            
Death Date: 29 June 1991 (Gold Coast, Queensland, Australia)  
            
Parents: August Carl Friederich Hinze and Georgina Ann  (nee Rodds) 
            Family: (2) Faye McQuillan on 27 June 1981, (1) Ruth Elizabeth Byth on 6 December 1947, 3 sons, 3 daughters 
             
            
Education: Brisbane state schools 
            Religion: Methodist 
            
     ","
     Personal
    
        
    
    
            Birth Date: 19 June 1919 (Oxenford, Queensland, Australia)
            
Death Date: 29 June 1991 (Gold Coast, Queensland, Australia)  
            
Parents: August Carl Friederich Hinze and Georgina Ann  (nee Rodds) 
            Family: (2) Faye McQuillan on 27 June 1981, (1) Ruth Elizabeth Byth on 6 December 1947, 3 sons, 3 daughters 
             
            
Education: Brisbane state schools 
            Religion: Methodist 
            
     
    
    
    Career
        Chairman of Directors, South Coast Cooperative Dairies Association; Chairman, Subsidiaries Gold Coast Milk and American Dairy Queen Pty Ltd; Chairman, Pauls and Coastal Cooperative Trading Society; Horse stud at Pimpama; Director, Maralinga and Kanni Pty Ltd and Waverley Park Stud Pty Ltd; Farmer and stud Friesian breeder, Oxenford
        
        
        
        
        Local Government Service: Chairman, Albert Shire Council, 1958 to 1967; Councillor, Albert Shire Council, 1952 to 1955
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                CN
                South Coast
                28 May 1966
                25 May 1988
                
            

    
            Parliamentary Service
            Description
                      From
                      To                
                Minister for Local Government, Main Roads and Racing 
                
6 Dec 1982
                
1 Dec 1987
            Minister for Local Government, Main Roads and Police 
                
29 Jul 1980
                
6 Dec 1982
            Minister for Local Government and Main Roads 
                
23 Dec 1974
                
29 Jul 1980
            Minister for Local Government and Electricity 
                
24 Oct 1974
                
23 Dec 1974
            Additional Information
    Notes: Member, Gold Coast Race Club; He set upthe Racing Development Fund, ministerial re-zonings and the licensing of Jupiters Casino
    
    Sources: Image sourced from the collection of the Queensland Parliamentary Library and Research Service; Courier-Mail, 'Govt sues for Hinze bribe cash', 6 August 1992, p.1; Courier-Mail, 'Fay Hinze will donate govt help to research', 1 July 1991, p.3; Sunday Mail, 'Big Russ goes quietly', 30 June 1991; Sunday Mail, 'The Big Fella', 30 June 1991, p.23; Courier-Mail, 'Hinze quits politics', 25 May 1988; Sydney Morning Herald, 'A giant departs the scene', 26 May 1988; Courier-Mail, 'Hinze: The loss of hope', 25 May 1988; National Times, 'The Minister and the Moscow Narodny Bank', week ending 10 Feb 1979, pp.24-25; National Times, 'The unusual history of a Queensland land deal', week ending 25 Nov 1978, p.14 and p.20

    [Last Modified: Wednesday, 26 July 2017]


"
"Barton,  Verity Mary ",/4148940290,"
    
            Birth Date: 6 August 1985 (Leeds, Great Britain)
               
            
Parents: John Barton and Janet Mary (nee Hughes) 
             
             
            Education: West End State School; All Hallows’ School (Brisbane); Bond University and Northwestern University School of Law (Chicago, Illinois). 
            Religion: Roman Catholic 
            Relationship to Politician: Grandfather, Clive Hughes, Member of the Queensland Legislative Assembly (Kurilpa [Liberal] 1960-1974) 
     ","
     Personal
    
        
    
    
            Birth Date: 6 August 1985 (Leeds, Great Britain)
               
            
Parents: John Barton and Janet Mary (nee Hughes) 
             
             
            Education: West End State School; All Hallows’ School (Brisbane); Bond University and Northwestern University School of Law (Chicago, Illinois). 
            Religion: Roman Catholic 
            Relationship to Politician: Grandfather, Clive Hughes, Member of the Queensland Legislative Assembly (Kurilpa [Liberal] 1960-1974) 
     
    
    
    Career
        Prior to election - Media Officer for Senator the Honourable George Brandis SC, Retail Consultant Myer Stores Ltd
        
        
        
        
        
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                LNP
                Broadwater
                24 Mar 2012
                24 Nov 2017
                Did not contest
            
		
       Speeches: Inaugural |  All Speeches 
    
	
     

    
            Parliamentary Service
            Description
                      From
                      To                
                Member, Education, Tourism, Innovation and Small Business Committee 
                
10 May 2016
                
2017
            Member, Legal Affairs and Community Safety Committee 
                
18 Feb 2016
                
10 May 2016
            Temporary Speaker 
                
6 May 2015
                
2017
            Member, Finance and Administration Committee 
                
27 Mar 2015
                
18 Feb 2016
            Member, Parliamentary Crime and Corruption Committee 
                
1 Jul 2014
                
26 Mar 2015
            Member, Parliamentary Crime and Misconduct Committee 
                
22 Nov 2013
                
30 Jun 2014
            Temporary Chair of Committees 
                
20 Jun 2012
                
6 Jan 2015
            Member, Legal Affairs and Community Safety Committee 
                
18 May 2012
                
6 Jan 2015
            Additional Information
Executive Member, Commonwealth Parliamentary Association and Commonwealth Women’s Parliamentarian Representative from 21 Nov 2013
    
    Publications: Image sourced from the collection of the Queensland Parliament
    

    [Last Modified: Wednesday, 6 December 2017]


"
"Linnett,  John  ",/4149348861,"
    
            Birth Date: 1859 (Essex, England)
            
Death Date: 16 May 1902 (Rockhampton, Queensland, Australia)  
            
Parents: William Linnett and Rachel (nee Cook) 
            Family: Ellen Connor on 25 August 1887 in Rockhampton 
             
             
            
Religion: Church of England 
            
     ","
     Personal
    
        
    
    
            Birth Date: 1859 (Essex, England)
            
Death Date: 16 May 1902 (Rockhampton, Queensland, Australia)  
            
Parents: William Linnett and Rachel (nee Cook) 
            Family: Ellen Connor on 25 August 1887 in Rockhampton 
             
             
            
Religion: Church of England 
            
     
    
    
    Career
        Manager, Rockhampton Co-Operative Butcherin Company;  Butcher, North Rockhampton 
        
        
        
        
        Local Government Service: Alderman, North Rockhampton, 1887 and 1888; Mayor, North Rockhampton, 1892-1894
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                IND
                Rockhampton North
                17 Oct 1901
                11 Mar 1902
                
            

    

      Additional Information
    Notes: President, Fitzroy Football Club; Established North Rockhampton Racing Club; Member, Fitzroy Bridge and Gogango Divisional Boards
    
    Sources: Waterson, DB, A Biographical Register of the Queensland Parliament: 1860-1929, 2nd revised edition (Sydney: Casket Publications, 2001)

    


"
"Cribb,  Benjamin  ",/414960037,"
    
            Birth Date: 7 November 1807 (Poole, Dorset, England)
            
Death Date: 11 March 1874 (Ipswich, Queensland, Australia)  
            
Parents: John Galpin Cribb and Mary (nee Dirham) 
            Family: (2) Clarissa Foote on 30 March 1853, 4 sons, 3 daughters, (1) Elizabeth Brideson on 28 August 1839 in Douglas, Isle of Man, 2 sons, 3 daughters 
             
            
Education: Lancastrian School, Poole 
            Religion: Congregational 
            Relationship to Politician: Brother Robert also was a member of the Queensland Legislative Assembly and the New South Wales Legislative Assembly. Both his sons, James and Thomas were also members of the Queensland Legislative Assembly with Thomas also a member of the Queensland Legislative Council
     ","
     Personal
    
        
    
    
            Birth Date: 7 November 1807 (Poole, Dorset, England)
            
Death Date: 11 March 1874 (Ipswich, Queensland, Australia)  
            
Parents: John Galpin Cribb and Mary (nee Dirham) 
            Family: (2) Clarissa Foote on 30 March 1853, 4 sons, 3 daughters, (1) Elizabeth Brideson on 28 August 1839 in Douglas, Isle of Man, 2 sons, 3 daughters 
             
            
Education: Lancastrian School, Poole 
            Religion: Congregational 
            Relationship to Politician: Brother Robert also was a member of the Queensland Legislative Assembly and the New South Wales Legislative Assembly. Both his sons, James and Thomas were also members of the Queensland Legislative Assembly with Thomas also a member of the Queensland Legislative Council
     
    
    
    Career
        Grocer's assistant and then manufactured and sold blacking in London; Arrived in Moreton Bay on 1 May 1849 and began business in Ipswich as a general merchant; Formed Cribb & Foote; Foote in 1854, which promoted cotton growing in West Moreton; Founder and shareholder, Moreton Bay Immigration and Land Co., incorporated in December 1855
        
        
        
        
        Local Government Service: Alderman, Ipswich Town Council, 1862 to 1863
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                NONE
                West Moreton
                26 Apr 1861
                2 Jul 1867
                
            Assembly 
                NONE
                Ipswich
                12 Aug 1870
                14 Nov 1873
                
            
Other Seats:  Represented Stanley Boroughs in the Legislative Assembly of NSW, 10 February 1857 to 11 April 1859 

    

      Additional Information
    Notes: Benjamin was strongly influenced by the ideas of John Dunmore Lang's `Cooksland' and emigrated to Moreton Bay. Cribb & Foote financed farmers and built ginneries at Fernvale and Churchbank.  Expanded as a merchant banking house. Benjamin's major achievements lay in the economic and social development of Ipswich; Trustee and treasurer, Ipswich Boys' Grammar School;  president and treasurer, Ipswich School of Arts;
    
    Sources: Image courtesy of the John Oxley Library, State Library of Queensland, Neg:60837; Waterson, DB, Biographical Register of the Queensland Parliament: 1860-1929, 2nd revised edition (Sydney: Casket Publications, 2001); Cribb, Margaret Bridson, 'Cribb, Benjamin (1807 - 1874)', Australian Dictionary of Biography, Volume 3, Melbourne University Press, 1969, pp 493-495

    [Last Modified: Wednesday, 14 June 2017]


"
"O'Shea,  Harry  ",/4152669285,"
    
             (Coonamble, New South Wales, Australia)
            Death Date: 4 November 1950 (Brisbane, Queensland, Australia)  
            
Parents: Michael O'Shea and Mary Ann (nee White) 
            Family: (3) Anne Brennan in 1939, 1 daughter, (2) Josephine Mary Vaughan on 19 January 1931, (1) Catherine Ness in 1912, 3 sons, 1 daughter 
             
            
Education: Coonamble State School 
            Religion: Roman Catholic 
            
     ","
     Personal
    
        
    
    
             (Coonamble, New South Wales, Australia)
            Death Date: 4 November 1950 (Brisbane, Queensland, Australia)  
            
Parents: Michael O'Shea and Mary Ann (nee White) 
            Family: (3) Anne Brennan in 1939, 1 daughter, (2) Josephine Mary Vaughan on 19 January 1931, (1) Catherine Ness in 1912, 3 sons, 1 daughter 
             
            
Education: Coonamble State School 
            Religion: Roman Catholic 
            
     
    
    
    Career
        Director, the Worker publication; Rouseabout, shearer, fencer, sleeper-cutter for the Queensland Railways; Public works employee; Drover
        
        Party Positions:
 (ALP) AWU repesentative, Queensland Central Executive of the ALP, 1941 - 1950Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                ALP
                Warrego
                30 Aug 1941
                4 Nov 1950
                By-election, Died in office
            

    

      Additional Information
    Notes: Mr O'Shea was born in 1886 but his exact birth date is unknown;  Life Member, Australian Workers Union; Official, Railways Industries Branch of Australian Workers Union, New South Wales, 1934; Australian Workers Union organiser, South-West District ( Charleville); District Secretary, Australian Workers Union, Charleville, 1940
    
    Sources: Queensland Parliamentary Debates, Motion of Condolence, First session of the 32nd Parliament, Vol. 199, 7 Nov 1950, pp. 1114-1115 (Brisbane, Qld: Government Printers)

    [Last Modified: Wednesday, 30 August 2017]


"
"Campbell,  Thomas Joseph ",/4161776549,"
    
            Birth Date: 1845 (County Monaghan, Ireland)
            
Death Date: 6 November 1885 (Townsville, Queensland, Australia)  
            
Parents: James Campbell and Ann  (nee Johnson) 
            Family: Mary Hanley in January 1873, 1 son and 3 daughters 
             
             
            
Religion: Presbyterian 
            
     ","
     Personal
    
        
    
    
            Birth Date: 1845 (County Monaghan, Ireland)
            
Death Date: 6 November 1885 (Townsville, Queensland, Australia)  
            
Parents: James Campbell and Ann  (nee Johnson) 
            Family: Mary Hanley in January 1873, 1 son and 3 daughters 
             
             
            
Religion: Presbyterian 
            
     
    
    
    Career
        Admitted to the Bar, 5 December 1882; Headmaster, Central State School, Gympie; Clerk and tutor
        
        
        
        
        
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                NONE
                Cook
                4 Mar 1884
                4 Aug 1885
                
            

    

      Additional Information
    Notes: Mary arrived in Brisbane with her parents from Ireland, in 1863.  After their marriage Thomas and Mary resided in Brisbane. Thomas was a follower of Sir Samuel Griffith .  On 4 August 1885 the then Premier, Samuel Griffith, moved - `That the seat of Thomas Campbell hath become and is now vacant, by reason of the insolvency of the said Thomas Campbell since his election and return to serve in this House as one of the members for the electoral district of Cook.' The question was put and passed. An article in the Gympie Times on 10 November 1885 said that Thomas was `a fine scholar and a man of great natural ability and application - as is shown by the fact that whilst fulfilling his responsible scholastic duties, he, quite unaided, managed to qualify himself for admission to the bar'. Brendan Garner, a relative of Thomas  has supplied additional family history to include in this biographical record
    
    Sources: Image courtesy of John Oxley Library, State Library of Queensland, Image No 28221-0001-0002a; Hansard, Legislative Assembly, 4 August 1885, p.247; Brisbane Courier, 22 November 1927; Gympie Times, 10 November 1885; Additional family history kindly supplied by Brendan Garner, a great-great-grandson of Thomas Joseph Campbell

    [Last Modified: Monday, 5 June 2017]


"
"Donnelly,  John Burton ",/416572470,"
    
            Birth Date: 10 May 1885 (Ipswich, Queensland, Australia)
            
Death Date: 30 June 1956 (Brisbane, Queensland, Australia)  
            
Parents: John Donnelly and Louise Bridget  (nee Lachetelle) 
            Family: (2) Bridget Theresa McIntosh in 1946, (1) Ellen Cecelia Crowe on 25 April 1919 
             
             
            
Religion: Roman Catholic 
            
     ","
     Personal
    
        
    
    
            Birth Date: 10 May 1885 (Ipswich, Queensland, Australia)
            
Death Date: 30 June 1956 (Brisbane, Queensland, Australia)  
            
Parents: John Donnelly and Louise Bridget  (nee Lachetelle) 
            Family: (2) Bridget Theresa McIntosh in 1946, (1) Ellen Cecelia Crowe on 25 April 1919 
             
             
            
Religion: Roman Catholic 
            
     
    
    
    Career
        Dentist, Wynnum, 1922 to 1935
        
        Party Positions:
 (ALP) Vice-President, Oxley Federal Labor Executive
 (ALP) Foundation member, Manly branch of the Australian Labor Party
 (ALP) President, Wynnum executive of the Australian Labor Party
Military Service: Enlisted in Aug 1914. Served 1st AIF, 2nd Light Horse Infantry in Gallipoli; Later transferred to the Camel Corps and served in Palestine, and finally to AAMC (Dental Services); He was a captain when he returned to Australia in Dec 1918
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                ALP
                Wynnum
                11 May 1935
                2 Apr 1938
                
            

    

      Additional Information
    Notes: President, Dental Officers Association, 10 years; President, School Dental Inspectors Association; Foundation Member, Wynnum Buffalos Lodge
    
    Sources: Image courtesy of John Oxley Library, State Library of Queensland, Neg: 702692-19141017-s0024-0010 

    [Last Modified: Monday, 22 October 2018]


"
"MacDevitt,  Edward O'Donnell ",/4166600696,"
    
            Birth Date: 1843 (Glenties, County Donegal, Ireland)
            
Death Date: 4 February 1898 (Malvern, Victoria, Australia)  
            
Parents: Donald MacDevitt and Mary (nee O'Donnell) 
            Family: Katie Power, 1 son, 2 daughters 
             
            
Education: Ireland 
             
            
     ","
     Personal
    
        
    
    
            Birth Date: 1843 (Glenties, County Donegal, Ireland)
            
Death Date: 4 February 1898 (Malvern, Victoria, Australia)  
            
Parents: Donald MacDevitt and Mary (nee O'Donnell) 
            Family: Katie Power, 1 son, 2 daughters 
             
            
Education: Ireland 
             
            
     
    
    
    Career
        Barrister, Brisbane; Immigration lecturer, Britain, 1874 - 1876; Barrister, Melbourne and Kalgoorlie WA, 1897 to 1898
        
        
        
        
        
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                NONE
                Kennedy
                15 Sep 1870
                18 Nov 1873
                
            Assembly 
                NONE
                Ravenswood
                18 Nov 1873
                13 Nov 1874
                
            

    
            Parliamentary Service
            Description
                      From
                      To                
                Attorney-General 
                
8 Jan 1874
                
3 Aug 1874
            Additional Information
    Notes: Member, Brisbane Hospital Committee
    Publications:  Guide to the Goldfields' Act 1895, 1896, A Manual of the Melbourne and Metropolitan Board of Works Act, 1891
    Sources: Image courtesy of John Oxley Library, State Library of Queensland, Neg: 93936; Australian Dictionary of Biography, V.5 : 1851-1890, K-Q; Waterson, DB, A Biographical Register of the Queensland Parliament: 1860-1929, 2nd revised edition (Sydney: Casket Publications, 2001)

    


"
"Walker,  Adam  ",/4168679690,"
    
            Birth Date: 1829 (London, England)
            
Death Date: 15 August 1902 (Sydney, New South Wales, Australia)  
             
            
Family: 1 daughter 
             
             
            
Religion: Church of England 
            
     ","
     Personal
    
        
    
    
            Birth Date: 1829 (London, England)
            
Death Date: 15 August 1902 (Sydney, New South Wales, Australia)  
             
            
Family: 1 daughter 
             
             
            
Religion: Church of England 
            
     
    
    
    Career
        Mail contractor, Surat-St. George, 1873-1875; Builder, Petersham; Builder and contractor, Narromine, New South Wales, c.1890-1902
        
        
        
        
        Local Government Service: Alderman, Narromine; Mayor of Narromine
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                NONE
                Balonne
                4 Nov 1873
                27 May 1874
                Election Declared Void
            

    

      Additional Information
    
    
    Sources: Image courtesy of John Oxley Library, State Library of Queensland, Neg:98462; Waterson, DB, A Biographical Register of the Queensland Parliament: 1860-1929, 2nd revised edition (Sydney: Casket Publications, 2001)

    


"
"Lambert,  William Frederick ",/4181411204,"
    
            Birth Date: December 1834 (Ballyvolane, County Cork, Ireland)
            
Death Date: 20 August 1908 (Rockhampton, Queensland, Australia)  
            
Parents: William Lambert and Eliza (nee Furlong) 
             
             
            Education: Hamblyn and Porter's School, South Mall, Cork (Ireland) 
            Religion: Church of England 
            
     ","
     Personal
    
        
    
    
            Birth Date: December 1834 (Ballyvolane, County Cork, Ireland)
            
Death Date: 20 August 1908 (Rockhampton, Queensland, Australia)  
            
Parents: William Lambert and Eliza (nee Furlong) 
             
             
            Education: Hamblyn and Porter's School, South Mall, Cork (Ireland) 
            Religion: Church of England 
            
     
    
    
    Career
        Apprentice Grain Merchant; Partner, Greendaley, Barcoo, Queensland, 1862; Founder, Laurel Bank Boiling Down Works, Rockhampton, 1866
        
        
        
        
        
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Council 
                NONE
                Legislative Council
                15 Mar 1872
                3 Dec 1901
                
            

    

      Additional Information
    
    
    Sources: Waterson, DB, A Biographical Register of the Queensland Parliament: 1860-1929, 2nd revised edition (Sydney: Casket Publications, 2001)

    


"
"Dunn,  Andrew  ",/4183474051,"
    
            Birth Date: 24 May 1854 (Greenock, Scotland)
            
Death Date: 29 April 1934 (Brisbane, Queensland, Australia)  
            
Parents: Andrew Dunn and Ann (nee Anderson) 
            Family: (1) Marcella Heller Foote on 23 February 1932, (2) Jane Cran on 18 November 1891 at Yengarie, 2 sons, 2 daughters, (3) Kate McIntyre on 4 November 1879 at Greenock, Scotland, 5 sons 
             
             
            
Religion: Presbyterian 
            
     ","
     Personal
    
        
    
    
            Birth Date: 24 May 1854 (Greenock, Scotland)
            
Death Date: 29 April 1934 (Brisbane, Queensland, Australia)  
            
Parents: Andrew Dunn and Ann (nee Anderson) 
            Family: (1) Marcella Heller Foote on 23 February 1932, (2) Jane Cran on 18 November 1891 at Yengarie, 2 sons, 2 daughters, (3) Kate McIntyre on 4 November 1879 at Greenock, Scotland, 5 sons 
             
             
            
Religion: Presbyterian 
            
     
    
    
    Career
        Staff, 'Maryborough Chronicle', 1885; Proprietor, 'Rockhampton Bulletin', 1911; 'Warwick Argus', 1914; 'Toowoomba Chronicle', 1921
        
        
        
        
        Local Government Service: Alderman, Maryborough, 1901-1917; Mayor of Maryborough, 1903 and 1914
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Council 
                NONE
                Legislative Council
                3 Jul 1914
                23 Mar 1922
                Council Abolished
            

    

      Additional Information
    Notes: Member, Maryborough Harbour Board;. Member, Maryborough Technical College Board; Founder, Queensland Country Press Association.; Member, Maryborough Chamber of Commerce
    
    Sources: Kirkpatrick, Rod, 'Dunn, Andrew (1880 - 1956)', Australian Dictionary of Biography, Volume 8, Melbourne University Press, 1981, pp371-372; Waterson, DB, A Biographical Register of the Queensland Parliament: 1860-1929, 2nd revised edition (Sydney: Casket Publications, 2001)

    


"
"Lonergan,  William Horace (Bill)",/419309883,"
    
            Birth Date: 11 February 1909 (Malbon, Cloncurry, Queensland, Australia)
            
Death Date: 27 June 1981 (Townsville, Queensland, Australia)  
            
Parents: Horace Lonergan and Jessie (nee Grant) 
            Family: Tessey Maud Moody on 2 November 1938, 5 sons, 1 daughter 
             
            
Education: Western Queensland schools 
            Religion: Presbyterian 
            
     ","
     Personal
    
        
    
    
            Birth Date: 11 February 1909 (Malbon, Cloncurry, Queensland, Australia)
            
Death Date: 27 June 1981 (Townsville, Queensland, Australia)  
            
Parents: Horace Lonergan and Jessie (nee Grant) 
            Family: Tessey Maud Moody on 2 November 1938, 5 sons, 1 daughter 
             
            
Education: Western Queensland schools 
            Religion: Presbyterian 
            
     
    
    
    Career
        Postmaster, Kynuna via Julia Creek; Grazier; Ballast railwayman, Cloncurry line; Miner, Mount Isa; Outback worker; Construction worker; Hotel-keeper; Car dealer, Richmond, Queensland
        
        Party Positions:
 (CN) Organiser, FlindersParliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                CN
                Flinders
                3 Aug 1957
                4 Mar 1958
                
            Assembly 
                CN
                Flinders
                17 May 1958
                28 Oct 1974
                
            

    
            Parliamentary Service
            Description
                      From
                      To                
                Delegate, Commonwealth Parliamentary Association Conference, London 
                
1973
                
            Speaker of the Legislative Assembly 
                
2 Aug 1972
                
28 Oct 1974
            Government Whip 
                
1971
                
1972
            Additional Information
    
    
    Sources: Wanna, John, and Arklay, Tracey, The Ayes Have it: The History of the Queensland Parliament, 1957-1989 (Canberra: ANU E Press, 2010); Courier-Mail, `Commons job easy for Speaker', 27 April 1973; Courier-Mail, ' 'Speaker heart attack', 11 October 1974; North Queensland Register, 'Opportune ignition of bombshell', 23 November 1973, p. 3; Courier-Mail, 'Longeran wins Flinders - by 1 vote', 28 Aug 1957; Lack, Clem, Three Decades of Queensland Political History 1929-1960 (Brisbane: Government Printer, 1962); Emmerson, Glenda, Queensland Parliamentary Library Research Report, Speakers of the Queensland Legislative Assembly: William Horace Lonergan 1972-1974, 6 June 2001

    [Last Modified: Tuesday, 8 August 2017]


"
"Choat,  Sean Kenneth ",/4195586448,"
    
            Birth Date: 20 February 1970 (Ryde, New South Wales, Australia)
               
            
Parents: Murray Vernon Choat and Marie Josephine (nee Middleton) 
            Family: Nicola on 25 November 1995, 1 son and 2 daughters 
             
            
Education: St Elizabeth's, Ekibin, St Joseph's, Texas and St Laurence's College, South Brisbane 
            Religion: Roman Catholic 
            
     ","
     Personal
    
        
    
    
            Birth Date: 20 February 1970 (Ryde, New South Wales, Australia)
               
            
Parents: Murray Vernon Choat and Marie Josephine (nee Middleton) 
            Family: Nicola on 25 November 1995, 1 son and 2 daughters 
             
            
Education: St Elizabeth's, Ekibin, St Joseph's, Texas and St Laurence's College, South Brisbane 
            Religion: Roman Catholic 
            
     
    
    
    Career
        Retail services 1997-1998; Vocational Education and Training Management and Administration, Department Employment and Training, 1998-2006; Manager, Vocational Education and Training, QR Ltd 2006-2010; Manager, Vocational Education and Training, QR National, 2010-2011; training consultant. Centre for Excellence in Rail Training, 2011-2012 
        
        Party Positions:
 (LIB) State Council, 2004 - 2008
 (LIB) Chair, Blair Electorate Council, 2004 - 2008
 (LIB) Secretary, Ipswich West Branch, 2007 - 2008
 (LNP) Inaugural Convention, 2008
 (LNP) Chair, Blair Divisional Council, 2008 - 2012
 (LNP) Secretary, Ipswich West Electoral Council, 2008 - 2012
 (LNP) Secretary, LNP Southwest Region , 2010 - 2012
Local Government Service: Elected as a councillor to the Somerset Regional Council in 2016
        
    Parliamentary Representation:
            House
                      Party
                      Electorate
                      From
                    To
                    Elected/Departure Reason                      
                Assembly 
                LNP
                Ipswich West
                24 Mar 2012
                30 Jan 2015
                
            
		
       Speeches: Inaugural |  All Speeches 
    
	
     

    
            Parliamentary Service
            Description
                      From
                      To                
                Member, Legal Affairs and Community Safety Committee 
                
18 May 2012
                
6 Jan 2015
            Additional Information
    Notes: Interests family, vocational education and training, rail industries, farming, pure breed poultry, pigeon racing, politics and history of government in Australia. Member, Karalee Community Association; Lions Junior Rugby Club; Ipswich-Districts Poultry Club; Patron, Ipswich Pigeon Specialist Club Inc.; Patron, Marburg Pacing Association; Lowood Lions; Ipswich North Rotary Club; Ipswich Chamber of Commerce; CCIQ (Chamber of Commerce Institute of Queensland), Bremer Region 
    
    Sources: Image sourced from the collection of the Queensland Parliament

    [Last Modified: Wednesday, 14 June 2017]


"
