politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q5983284,+1932-05-02T00:00:00Z,Q5112,+2013-04-02T00:00:00Z,Q18912794,+1972-12-02T00:00:00Z,+1993-02-08T00:00:00Z,Q2973854,Q978276,Q16017391,NA,0
Q5983311,+1901-01-31T00:00:00Z,Q704371,+1992-01-07T00:00:00Z,Q6814428,+1950-02-22T00:00:00Z,+1978-06-30T00:00:00Z,Q56649111,NA,NA,NA,0
Q6035315,+1936-04-06T00:00:00Z,Q954956,+2014-03-14T00:00:00Z,Q6814428,+1984-11-22T00:00:00Z,+2000-02-11T00:00:00Z,Q56649111,Q5537216,Q16106114,NA,0
Q6069791,+1948-03-17T00:00:00Z,Q8686,NA,Q6814428,+1988-07-21T00:00:00Z,+1990-06-30T00:00:00Z,Q56649105,NA,Q7351217,NA,0
Q60734047,NA,Q5112,NA,Q6814428,+2019-07-01T00:00:00Z,NA,Q56649105,NA,NA,NA,0
Q6099962,+1896-10-18T00:00:00Z,Q6745046,+1975-07-24T00:00:00Z,Q6814428,+1950-02-22T00:00:00Z,+1971-06-30T00:00:00Z,Q56649112,NA,NA,NA,0
Q6110130,+1869-00-00T00:00:00Z,Q3281764,+1935-04-18T00:00:00Z,Q18912794,+1906-12-12T00:00:00Z,+1910-04-13T00:00:00Z,Q2973440,Q16043445,NA,NA,0
Q6110750,+1962-09-04T00:00:00Z,Q3141,NA,Q6865821,NA,NA,NA,NA,NA,NA,0
Q6110750,+1962-09-04T00:00:00Z,Q3141,NA,Q6746718,NA,NA,NA,NA,NA,NA,0
Q6110750,+1962-09-04T00:00:00Z,Q3141,NA,Q6814428,+1995-05-03T00:00:00Z,+2005-06-30T00:00:00Z,Q56649112,NA,Q7087226,NA,0
Q6110750,+1962-09-04T00:00:00Z,Q3141,NA,Q6814428,+2008-05-08T00:00:00Z,+2019-02-15T00:00:00Z,Q56649112,Q61983642,Q7349176,NA,0
Q6111281,+1928-09-26T00:00:00Z,Q3130,+1995-01-01T00:00:00Z,Q18912794,+1975-12-13T00:00:00Z,+1983-03-05T00:00:00Z,Q5284559,Q6172296,Q16019536,NA,0
Q6111629,+1884-04-29T00:00:00Z,Q18125,+1953-01-16T00:00:00Z,Q6814428,+1951-04-28T00:00:00Z,+1953-01-16T00:00:00Z,Q56649108,Q6246816,NA,NA,0
Q6111629,+1884-04-29T00:00:00Z,Q18125,+1953-01-16T00:00:00Z,Q19007285,+1934-06-09T00:00:00Z,+1951-03-22T00:00:00Z,Q5284497,NA,NA,NA,0
Q6111898,+1892-04-18T00:00:00Z,Q5022197,+1964-04-27T00:00:00Z,Q18220900,+1930-04-05T00:00:00Z,+1933-04-07T00:00:00Z,Q16255900,NA,NA,NA,0
Q6111898,+1892-04-18T00:00:00Z,Q5022197,+1964-04-27T00:00:00Z,Q6814428,+1947-07-01T00:00:00Z,+1959-06-30T00:00:00Z,Q56649110,NA,NA,NA,0
Q6112096,+1900-01-06T00:00:00Z,Q2340517,+1957-05-26T00:00:00Z,Q6814428,+1946-09-28T00:00:00Z,+1957-05-26T00:00:00Z,Q56649112,Q5082338,Q4718893,NA,0
Q6112211,+1882-09-01T00:00:00Z,Q7974524,+1962-08-13T00:00:00Z,Q6814428,+1931-12-19T00:00:00Z,+1938-06-30T00:00:00Z,Q56649110,NA,Q5670335,NA,0
Q6112211,+1882-09-01T00:00:00Z,Q7974524,+1962-08-13T00:00:00Z,Q18912794,+1922-12-16T00:00:00Z,+1928-11-17T00:00:00Z,Q2973469,Q6253390,Q8018877,NA,0
Q6112211,+1882-09-01T00:00:00Z,Q7974524,+1962-08-13T00:00:00Z,Q18912794,+1940-09-29T00:00:00Z,+1943-08-21T00:00:00Z,Q1073964,Q4711228,Q7660034,NA,0
Q6113394,+1908-07-23T00:00:00Z,Q17986171,+1988-10-27T00:00:00Z,Q6814428,+1970-11-21T00:00:00Z,+1974-05-18T00:00:00Z,Q56649105,NA,Q5301968,NA,0
Q6113703,+1914-10-13T00:00:00Z,Q1014561,+1988-11-25T00:00:00Z,Q6814428,+1968-07-01T00:00:00Z,+1974-05-18T00:00:00Z,Q56649112,NA,NA,NA,0
Q6113703,+1914-10-13T00:00:00Z,Q1014561,+1988-11-25T00:00:00Z,Q19185341,NA,NA,NA,NA,NA,NA,0
Q6114206,+1912-10-30T00:00:00Z,Q12061437,+1973-02-08T00:00:00Z,Q18912794,+1963-06-01T00:00:00Z,+1966-11-21T00:00:00Z,Q2973634,Q5292838,Q5337448,NA,0
Q6114660,+1883-12-15T00:00:00Z,Q1010837,+1925-01-13T00:00:00Z,Q6814428,+1924-11-20T00:00:00Z,+1925-01-13T00:00:00Z,Q56649105,Q8009845,Q4730836,NA,0
Q6119323,+1853-08-26T00:00:00Z,Q1794,+1921-01-23T00:00:00Z,Q18526194,+1896-03-28T00:00:00Z,+1899-03-11T00:00:00Z,Q5355481,Q314016,Q314016,NA,0
Q6119323,+1853-08-26T00:00:00Z,Q1794,+1921-01-23T00:00:00Z,Q18912794,+1913-05-31T00:00:00Z,+1917-03-26T00:00:00Z,Q2973718,Q5542020,NA,NA,0
Q6128848,+1902-04-12T00:00:00Z,Q3565483,+1967-10-29T00:00:00Z,Q6814428,+1941-07-01T00:00:00Z,+1965-06-30T00:00:00Z,Q56649105,NA,NA,NA,0
Q6129507,+1882-03-26T00:00:00Z,Q5491176,+1968-01-14T00:00:00Z,Q18526194,+1933-04-29T00:00:00Z,+1935-05-11T00:00:00Z,Q5356155,Q24004641,Q16856051,NA,0
Q6129507,+1882-03-26T00:00:00Z,Q5491176,+1968-01-14T00:00:00Z,Q18912794,+1917-05-05T00:00:00Z,+1931-12-19T00:00:00Z,Q1074900,Q5481881,Q16026279,NA,0
Q6129670,+1874-00-00T00:00:00Z,NA,+1951-11-23T00:00:00Z,Q18912794,+1913-05-31T00:00:00Z,+1914-09-05T00:00:00Z,Q2973620,Q5546457,Q5546457,NA,0
Q6129774,+1959-05-25T00:00:00Z,Q84,NA,Q18912794,+2007-11-24T00:00:00Z,+2010-07-19T00:00:00Z,Q1079471,Q5537893,Q5243805,NA,0
Q6130112,+1933-07-30T00:00:00Z,Q3130,+1989-11-19T00:00:00Z,Q18912794,+1975-12-13T00:00:00Z,+1983-03-05T00:00:00Z,Q1074151,Q5525789,Q6525667,NA,0
Q6131149,+1877-08-12T00:00:00Z,Q459600,+1951-11-26T00:00:00Z,Q18912794,+1906-12-12T00:00:00Z,+1922-12-16T00:00:00Z,Q368340,Q5345057,NA,NA,0
Q6132035,+1879-12-28T00:00:00Z,Q8026964,+1943-07-04T00:00:00Z,Q6814428,+1937-10-23T00:00:00Z,+1943-07-04T00:00:00Z,Q56649104,NA,Q7792210,NA,0
Q6132035,+1879-12-28T00:00:00Z,Q8026964,+1943-07-04T00:00:00Z,Q7241304,+1941-07-01T00:00:00Z,+1943-07-04T00:00:00Z,NA,Q8853537,Q6238372,9,0
Q6132035,+1879-12-28T00:00:00Z,Q8026964,+1943-07-04T00:00:00Z,Q19627913,+1916-07-07T00:00:00Z,+1922-05-21T00:00:00Z,Q25184606,NA,NA,NA,0
Q6132035,+1879-12-28T00:00:00Z,Q8026964,+1943-07-04T00:00:00Z,Q20165902,+1923-01-13T00:00:00Z,+1936-02-15T00:00:00Z,Q5355545,Q24284554,Q21535253,NA,0
Q6132824,+1850-04-26T00:00:00Z,Q84,+1941-08-01T00:00:00Z,Q18526194,+1888-05-12T00:00:00Z,+1899-12-07T00:00:00Z,Q5355379,Q6791117,Q3161028,NA,0
Q6132824,+1850-04-26T00:00:00Z,Q84,+1941-08-01T00:00:00Z,Q6814428,+1901-03-30T00:00:00Z,+1906-12-31T00:00:00Z,Q56649111,NA,NA,NA,0
Q6132824,+1850-04-26T00:00:00Z,Q84,+1941-08-01T00:00:00Z,Q22667435,+1899-12-17T00:00:00Z,+1901-05-13T00:00:00Z,NA,NA,NA,NA,0
Q6132955,+1887-08-20T00:00:00Z,Q24826,+1945-11-21T00:00:00Z,Q6814428,+1929-07-01T00:00:00Z,+1935-06-30T00:00:00Z,Q56649105,NA,NA,NA,0
Q6133411,+1898-04-07T00:00:00Z,Q1025587,+1952-01-28T00:00:00Z,Q18912794,+1949-12-10T00:00:00Z,+1952-01-28T00:00:00Z,Q2973724,Q7183994,NA,NA,0
Q6133411,+1898-04-07T00:00:00Z,Q1025587,+1952-01-28T00:00:00Z,Q18810377,+1940-04-23T00:00:00Z,+1949-10-27T00:00:00Z,NA,NA,NA,NA,0
Q6133743,+1897-07-28T00:00:00Z,Q2560226,+1940-08-13T00:00:00Z,Q18912794,+1933-11-11T00:00:00Z,+1940-08-13T00:00:00Z,Q2973570,Q7380355,Q23358,NA,0
Q6133824,+1864-02-04T00:00:00Z,Q791235,+1950-12-02T00:00:00Z,Q18912794,+1910-04-13T00:00:00Z,+1934-09-15T00:00:00Z,Q2973742,Q709139,Q7412127,NA,0
Q6134119,+1863-06-20T00:00:00Z,Q1013550,+1940-11-03T00:00:00Z,Q18912794,+1901-03-29T00:00:00Z,+1922-12-16T00:00:00Z,Q2973806,Q5344319,NA,NA,0
Q6134204,+1889-03-12T00:00:00Z,Q1010531,+1961-08-27T00:00:00Z,Q6814428,+1938-07-01T00:00:00Z,+1959-06-30T00:00:00Z,Q56649104,NA,NA,NA,0
Q6134204,+1889-03-12T00:00:00Z,Q1010531,+1961-08-27T00:00:00Z,Q6865821,+1943-09-21T00:00:00Z,+1945-07-06T00:00:00Z,NA,NA,NA,NA,0
Q6134584,+1843-06-30T00:00:00Z,Q5028192,+1919-02-22T00:00:00Z,Q18912794,+1903-12-16T00:00:00Z,+1906-12-12T00:00:00Z,Q2973570,Q18672851,Q4798910,NA,0
Q6134584,+1843-06-30T00:00:00Z,Q5028192,+1919-02-22T00:00:00Z,Q18534408,+1880-02-28T00:00:00Z,+1886-02-19T00:00:00Z,Q5355698,Q6688189,Q15990243,NA,0
Q6135055,+1872-09-13T00:00:00Z,Q3035979,+1958-08-18T00:00:00Z,Q6814428,+1920-07-01T00:00:00Z,+1938-06-30T00:00:00Z,Q56649112,NA,NA,NA,0
Q6135061,+1860-11-13T00:00:00Z,Q339527,+1921-08-23T00:00:00Z,Q6814428,+1914-09-05T00:00:00Z,+1920-06-30T00:00:00Z,Q56649108,NA,NA,NA,0
Q6135061,+1860-11-13T00:00:00Z,Q339527,+1921-08-23T00:00:00Z,Q19007285,+1909-04-30T00:00:00Z,+1913-01-23T00:00:00Z,Q5284494,NA,NA,NA,0
Q6135343,+1893-06-12T00:00:00Z,Q34932,+1971-07-16T00:00:00Z,Q18526194,+1956-05-19T00:00:00Z,+1957-08-03T00:00:00Z,Q5355826,Q8014091,Q5489240,NA,0
Q6135343,+1893-06-12T00:00:00Z,Q34932,+1971-07-16T00:00:00Z,Q18912794,+1943-08-21T00:00:00Z,+1949-12-10T00:00:00Z,Q2973718,Q4978458,Q8013716,NA,0
Q6136400,+1866-09-23T00:00:00Z,Q6406020,+1942-08-08T00:00:00Z,Q18912794,+1901-03-29T00:00:00Z,+1910-04-13T00:00:00Z,Q5284495,Q15516539,NA,NA,0
Q6136400,+1866-09-23T00:00:00Z,Q6406020,+1942-08-08T00:00:00Z,Q18534408,NA,NA,NA,NA,NA,NA,0
Q6136484,+1859-04-20T00:00:00Z,Q36405,+1909-12-06T00:00:00Z,Q18220900,+1898-01-22T00:00:00Z,+1902-05-02T00:00:00Z,Q16890821,NA,Q6248253,NA,0
Q6136484,+1859-04-20T00:00:00Z,Q36405,+1909-12-06T00:00:00Z,Q18912794,+1903-12-16T00:00:00Z,+1909-12-06T00:00:00Z,Q2973414,Q8004521,NA,NA,0
Q6137315,+1925-11-23T00:00:00Z,Q1001056,+2007-01-12T00:00:00Z,Q18912794,+1955-12-10T00:00:00Z,+1983-08-15T00:00:00Z,Q2973781,Q5292367,Q6290492,NA,0
Q6138198,+1870-01-01T00:00:00Z,Q8564806,+1932-12-23T00:00:00Z,Q6814428,+1910-07-01T00:00:00Z,+1918-12-20T00:00:00Z,Q56649108,Q5344549,NA,NA,0
Q6138198,+1870-01-01T00:00:00Z,Q8564806,+1932-12-23T00:00:00Z,Q19007285,+1909-04-30T00:00:00Z,+1910-02-28T00:00:00Z,Q58138448,Q16003706,NA,NA,0
Q6138198,+1870-01-01T00:00:00Z,Q8564806,+1932-12-23T00:00:00Z,Q19007285,+1903-04-02T00:00:00Z,+1909-04-30T00:00:00Z,Q5355612,NA,Q6134422,NA,0
Q6138685,+1844-09-02T00:00:00Z,Q4093,+1914-11-24T00:00:00Z,Q6814428,+1901-03-29T00:00:00Z,+1910-06-30T00:00:00Z,Q56649108,NA,NA,NA,0
Q6139072,+1865-01-01T00:00:00Z,NA,+1934-10-16T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,0
Q6139208,+1844-01-31T00:00:00Z,Q279000,+1929-02-20T00:00:00Z,Q6814428,+1907-01-01T00:00:00Z,+1914-09-05T00:00:00Z,Q56649112,NA,NA,NA,0
Q6139208,+1844-01-31T00:00:00Z,Q279000,+1929-02-20T00:00:00Z,Q18912794,+1901-03-29T00:00:00Z,+1906-11-05T00:00:00Z,Q5284522,Q4710953,NA,NA,0
Q6139208,+1844-01-31T00:00:00Z,Q279000,+1929-02-20T00:00:00Z,Q18534408,+1886-03-00T00:00:00Z,+1889-03-00T00:00:00Z,Q16894550,NA,NA,NA,0
Q6139455,+1871-03-09T00:00:00Z,Q24089961,+1956-12-01T00:00:00Z,Q18220900,+1918-04-06T00:00:00Z,+1930-01-31T00:00:00Z,Q17028350,NA,NA,NA,0
Q6139455,+1871-03-09T00:00:00Z,Q24089961,+1956-12-01T00:00:00Z,Q6814428,+1935-07-01T00:00:00Z,+1947-06-30T00:00:00Z,Q56649110,NA,NA,NA,0
Q6140506,+1852-11-25T00:00:00Z,Q5618116,+1925-12-04T00:00:00Z,Q18220900,+1910-04-02T00:00:00Z,+1912-02-09T00:00:00Z,Q5355404,NA,NA,NA,0
Q6140506,+1852-11-25T00:00:00Z,Q5618116,+1925-12-04T00:00:00Z,Q6814428,+1907-07-11T00:00:00Z,+1907-12-20T00:00:00Z,Q56649110,Q6287588,Q6287588,NA,0
Q6140506,+1852-11-25T00:00:00Z,Q5618116,+1925-12-04T00:00:00Z,Q18662245,+1888-05-19T00:00:00Z,+1902-05-02T00:00:00Z,Q52045337,NA,NA,NA,0
Q6140506,+1852-11-25T00:00:00Z,Q5618116,+1925-12-04T00:00:00Z,Q24189754,+1896-03-18T00:00:00Z,+1899-12-01T00:00:00Z,NA,NA,NA,NA,0
Q6140643,+1903-03-23T00:00:00Z,Q691685,+1970-11-30T00:00:00Z,Q6814428,+1958-07-30T00:00:00Z,+1958-11-21T00:00:00Z,Q56649105,NA,Q4907953,NA,0
Q6140643,+1903-03-23T00:00:00Z,Q691685,+1970-11-30T00:00:00Z,Q6814428,+1959-07-01T00:00:00Z,+1970-11-30T00:00:00Z,Q56649105,Q6196742,NA,NA,0
Q6141370,+1950-02-19T00:00:00Z,Q5112,NA,Q18912794,+1975-12-13T00:00:00Z,+1990-02-19T00:00:00Z,Q2973436,Q5982330,Q6195021,NA,0
Q6142396,+1861-08-27T00:00:00Z,Q22,+1941-07-27T00:00:00Z,Q18912794,+1901-03-29T00:00:00Z,+1906-12-12T00:00:00Z,Q5284565,NA,NA,NA,0
Q6142480,+1851-01-20T00:00:00Z,Q350,+1941-07-06T00:00:00Z,Q6814428,+1917-05-24T00:00:00Z,+1923-06-30T00:00:00Z,Q56649110,NA,Q8018877,NA,0
Q6143638,+1850-09-07T00:00:00Z,Q1010396,+1931-12-19T00:00:00Z,Q6814428,+1901-03-30T00:00:00Z,+1917-06-30T00:00:00Z,Q56649111,NA,NA,NA,0
Q6143638,+1850-09-07T00:00:00Z,Q1010396,+1931-12-19T00:00:00Z,Q18526194,+1896-04-04T00:00:00Z,+1901-06-05T00:00:00Z,Q5355907,NA,NA,NA,0
Q6144998,+1841-03-20T00:00:00Z,Q23436,+1923-01-18T00:00:00Z,Q6814428,+1901-03-29T00:00:00Z,+1913-06-30T00:00:00Z,Q56649105,NA,NA,NA,0
Q6145264,+1925-06-14T00:00:00Z,Q938581,NA,Q6814428,+1964-12-09T00:00:00Z,+1980-01-28T00:00:00Z,Q56649112,Q6500742,Q5663985,NA,0
Q6145455,+1864-12-21T00:00:00Z,Q1373371,+1930-10-01T00:00:00Z,Q18534408,NA,NA,NA,NA,NA,NA,0
Q6145455,+1864-12-21T00:00:00Z,Q1373371,+1930-10-01T00:00:00Z,Q3315112,+1904-08-18T00:00:00Z,+1905-07-02T00:00:00Z,NA,Q7793194,Q118051,NA,0
Q6145455,+1864-12-21T00:00:00Z,Q1373371,+1930-10-01T00:00:00Z,Q18912794,+1901-03-29T00:00:00Z,+1906-12-12T00:00:00Z,Q5284508,NA,NA,NA,0
Q6145525,+1854-11-30T00:00:00Z,Q1009253,+1915-01-11T00:00:00Z,Q18526194,+1894-03-31T00:00:00Z,+1896-03-21T00:00:00Z,Q5355530,Q19870603,Q23815264,NA,0
Q6145525,+1854-11-30T00:00:00Z,Q1009253,+1915-01-11T00:00:00Z,Q18912794,+1901-03-30T00:00:00Z,+1906-12-12T00:00:00Z,Q2973781,Q5932679,NA,NA,0
Q6146653,+1977-06-09T00:00:00Z,Q1931613,NA,Q18912794,+2008-09-06T00:00:00Z,+2016-07-02T00:00:00Z,Q1074088,Q25324881,Q1239291,NA,0
Q6149491,+1958-03-27T00:00:00Z,Q755507,NA,Q6814428,+1999-07-01T00:00:00Z,+2016-05-09T00:00:00Z,Q56649111,NA,NA,NA,0
Q6152276,+1963-04-23T00:00:00Z,Q581029,+2003-12-25T00:00:00Z,Q18912794,+1998-10-03T00:00:00Z,+2001-11-10T00:00:00Z,Q2973485,Q5293376,Q7332105,NA,0
Q6152639,+1953-06-22T00:00:00Z,Q3141,NA,Q18912794,+2010-08-21T00:00:00Z,+2019-04-11T00:00:00Z,Q2973824,Q64226194,Q6831690,NA,0
Q6153070,+1954-11-01T00:00:00Z,Q1009253,NA,Q18810377,NA,NA,NA,NA,NA,NA,0
Q6153070,+1954-11-01T00:00:00Z,Q1009253,NA,Q18912794,+2007-11-24T00:00:00Z,+2013-09-07T00:00:00Z,Q2973798,Q16195119,Q5981160,NA,0
Q6153558,+1942-09-29T00:00:00Z,Q2663753,+2013-09-30T00:00:00Z,Q6814428,+1986-08-26T00:00:00Z,+1993-06-30T00:00:00Z,Q56649112,NA,Q1239052,NA,0
Q6154225,+1939-01-03T00:00:00Z,Q5596852,NA,Q18912794,+1990-03-24T00:00:00Z,+2004-10-31T00:00:00Z,Q5284560,Q1077015,Q5273099,NA,0
Q6154225,+1939-01-03T00:00:00Z,Q5596852,NA,Q19202748,+1981-09-19T00:00:00Z,+1988-02-22T00:00:00Z,Q5355391,Q5534183,Q5386109,NA,0
Q6154225,+1939-01-03T00:00:00Z,Q5596852,NA,Q19202748,+1988-03-19T00:00:00Z,+1990-02-16T00:00:00Z,Q5355942,Q5040795,NA,NA,0
Q6154549,+1945-05-08T00:00:00Z,Q2393202,+2004-11-20T00:00:00Z,Q6814428,+1981-07-01T00:00:00Z,+1990-03-01T00:00:00Z,Q56649110,Q6665972,NA,NA,0
Q6154549,+1945-05-08T00:00:00Z,Q2393202,+2004-11-20T00:00:00Z,Q6814428,+1977-12-14T00:00:00Z,+1978-06-30T00:00:00Z,Q56649110,NA,Q7605795,NA,0
Q6155064,+1944-05-22T00:00:00Z,Q3130,NA,Q18912794,+1998-10-03T00:00:00Z,+2004-10-09T00:00:00Z,Q2973853,Q6831813,Q5381709,NA,0
Q6162219,+1972-03-22T00:00:00Z,Q3130,NA,Q18912794,+2007-11-24T00:00:00Z,NA,Q1074143,NA,Q6830999,NA,0
Q6162219,+1972-03-22T00:00:00Z,Q3130,NA,Q6865898,+2011-12-14T00:00:00Z,+2013-09-18T00:00:00Z,NA,Q6831813,Q4961047,NA,0
Q6162219,+1972-03-22T00:00:00Z,Q3130,NA,Q6865868,+2011-12-14T00:00:00Z,+2013-09-18T00:00:00Z,NA,NA,NA,NA,0
Q6162219,+1972-03-22T00:00:00Z,Q3130,NA,Q6865784,+2012-03-01T00:00:00Z,+2013-02-04T00:00:00Z,NA,NA,NA,NA,0
Q6162219,+1972-03-22T00:00:00Z,Q3130,NA,Q6865784,+2010-09-14T00:00:00Z,+2011-12-14T00:00:00Z,NA,NA,NA,NA,0
Q6163809,+1968-05-24T00:00:00Z,Q12741759,NA,Q18912794,+2013-09-07T00:00:00Z,NA,Q2973715,NA,Q16216096,NA,0
Q6163809,+1968-05-24T00:00:00Z,Q12741759,NA,Q18912794,+2004-10-09T00:00:00Z,+2010-08-21T00:00:00Z,Q2973715,Q16216096,Q4932052,NA,0
Q6170821,+1921-03-30T00:00:00Z,Q339527,+2017-11-20T00:00:00Z,Q6814428,+1980-10-15T00:00:00Z,+1985-06-30T00:00:00Z,Q56649108,NA,Q6388723,NA,0
Q6170903,+1938-03-16T00:00:00Z,Q23154,NA,Q6814428,+1987-07-11T00:00:00Z,+1990-06-30T00:00:00Z,Q56649104,NA,NA,NA,0
Q6171172,+1926-02-07T00:00:00Z,Q5367746,+2013-06-18T00:00:00Z,Q6814428,+1974-05-18T00:00:00Z,+1981-06-30T00:00:00Z,Q56649112,NA,NA,NA,0
Q6172296,+1934-12-18T00:00:00Z,Q2745801,NA,Q18912794,+1983-03-05T00:00:00Z,+1993-03-13T00:00:00Z,Q5284559,NA,Q6111281,NA,0
Q6172296,+1934-12-18T00:00:00Z,Q2745801,NA,Q18912794,+1993-03-13T00:00:00Z,+1996-01-29T00:00:00Z,Q1079489,Q335697,Q6524050,NA,0
Q6172338,+1941-03-14T00:00:00Z,Q37100,+2007-04-02T00:00:00Z,Q6814428,+1996-07-01T00:00:00Z,+1996-07-12T00:00:00Z,Q56649110,NA,NA,NA,0
Q6172338,+1941-03-14T00:00:00Z,Q37100,+2007-04-02T00:00:00Z,Q6814428,+1996-07-24T00:00:00Z,+2007-04-02T00:00:00Z,Q56649110,Q7518284,NA,NA,0
Q6173310,+1906-05-05T00:00:00Z,Q3528414,+1984-04-15T00:00:00Z,Q18912794,+1949-12-10T00:00:00Z,+1972-12-02T00:00:00Z,Q2973728,Q1700698,NA,NA,0
Q6173310,+1906-05-05T00:00:00Z,Q3528414,+1984-04-15T00:00:00Z,Q19202748,+1938-11-12T00:00:00Z,+1949-10-28T00:00:00Z,Q5356145,Q4924461,Q6768954,NA,0
Q6177982,+1947-08-28T00:00:00Z,Q13495,NA,Q18912794,+2001-11-10T00:00:00Z,+2010-07-19T00:00:00Z,Q2411395,Q7609616,Q5145202,NA,0
Q6177982,+1947-08-28T00:00:00Z,Q13495,NA,Q52490871,+1998-02-02T00:00:00Z,+1998-02-13T00:00:00Z,Q3224,NA,NA,NA,0
Q6179710,+1865-05-02T00:00:00Z,Q17856,+1936-11-16T00:00:00Z,Q18912794,+1910-04-13T00:00:00Z,+1919-12-13T00:00:00Z,Q2887271,Q5235527,Q5240116,NA,0
Q6179710,+1865-05-02T00:00:00Z,Q17856,+1936-11-16T00:00:00Z,Q19007285,NA,NA,NA,NA,NA,NA,0
Q6192858,+1949-11-16T00:00:00Z,Q581659,NA,Q18912794,+1998-10-03T00:00:00Z,+2016-05-09T00:00:00Z,Q2973851,Q16218414,Q7175954,NA,0
Q6192858,+1949-11-16T00:00:00Z,Q581659,NA,Q19202748,+1995-03-25T00:00:00Z,+1998-09-01T00:00:00Z,Q5355999,Q6861366,Q5292303,NA,0
Q6192858,+1949-11-16T00:00:00Z,Q581659,NA,Q19202748,+1995-03-01T00:00:00Z,+1998-03-01T00:00:00Z,Q5355999,Q6861366,Q5292303,NA,0
Q6194062,+1935-05-13T00:00:00Z,Q3130,+2015-12-24T00:00:00Z,Q18912794,+1977-12-10T00:00:00Z,+1994-01-14T00:00:00Z,Q918989,Q4974135,Q6236225,NA,0
Q6194062,+1935-05-13T00:00:00Z,Q3130,+2015-12-24T00:00:00Z,Q6865857,+1982-05-07T00:00:00Z,+1983-03-11T00:00:00Z,NA,Q6984063,Q7172714,NA,0
Q6194116,+1913-06-21T00:00:00Z,Q7368751,+1990-08-19T00:00:00Z,Q6814428,+1962-07-01T00:00:00Z,+1981-06-30T00:00:00Z,Q56649110,NA,NA,NA,0
Q6195021,+1923-12-16T00:00:00Z,Q40191,+2019-08-10T00:00:00Z,Q18912794,+1956-10-13T00:00:00Z,+1975-11-11T00:00:00Z,Q2973436,Q6141370,Q4786639,NA,0
Q6195021,+1923-12-16T00:00:00Z,Q40191,+2019-08-10T00:00:00Z,Q11796950,+1971-03-22T00:00:00Z,+1972-12-05T00:00:00Z,NA,Q3216921,Q7185740,NA,0
Q6195021,+1923-12-16T00:00:00Z,Q40191,+2019-08-10T00:00:00Z,Q6865857,+1966-01-26T00:00:00Z,+1971-03-22T00:00:00Z,NA,Q15453664,Q7308886,NA,0
Q6195021,+1923-12-16T00:00:00Z,Q40191,+2019-08-10T00:00:00Z,Q3315112,+1963-12-18T00:00:00Z,+1966-01-26T00:00:00Z,NA,Q315979,Q6227490,NA,0
Q6195069,+1908-02-08T00:00:00Z,Q5261403,+1970-04-01T00:00:00Z,Q18912794,+1951-04-28T00:00:00Z,+1970-04-01T00:00:00Z,Q5284491,Q20886,Q6536924,NA,0
Q6195421,+1903-09-01T00:00:00Z,Q5112,+1991-10-02T00:00:00Z,Q18912794,+1949-12-10T00:00:00Z,+1951-04-28T00:00:00Z,Q3032417,Q19873615,NA,NA,0
Q6196452,+1954-07-17T00:00:00Z,Q3130,NA,Q18912794,+1996-03-02T00:00:00Z,+2007-11-24T00:00:00Z,Q2973820,Q4882896,Q749120,NA,0
Q6196452,+1954-07-17T00:00:00Z,Q3130,NA,Q6865914,+2004-07-18T00:00:00Z,+2007-12-03T00:00:00Z,NA,NA,Q5981115,NA,0
Q6196742,+1915-06-03T00:00:00Z,Q3141,+1999-01-16T00:00:00Z,Q6814428,+1971-03-16T00:00:00Z,+1978-07-21T00:00:00Z,Q56649105,Q6394660,Q6140643,NA,0
Q6196875,+1944-10-11T00:00:00Z,Q215361,+2018-08-10T00:00:00Z,Q6814428,+1984-12-01T00:00:00Z,+2002-06-30T00:00:00Z,Q56649104,NA,NA,NA,0
Q6196985,+1950-04-11T00:00:00Z,Q5328965,NA,Q6814428,+2017-12-22T00:00:00Z,+2019-06-30T00:00:00Z,Q56649105,NA,Q5451092,NA,0
Q6197336,+1861-01-01T00:00:00Z,Q124204,+1921-06-03T00:00:00Z,Q18912794,+1901-03-30T00:00:00Z,+1921-06-03T00:00:00Z,Q2973739,Q16006405,NA,NA,0
Q6198067,+1885-07-24T00:00:00Z,Q260317,+1967-04-10T00:00:00Z,Q6814428,+1938-07-12T00:00:00Z,+1940-09-20T00:00:00Z,Q56649112,NA,Q6220757,NA,0
Q6198096,+1936-12-07T00:00:00Z,Q707030,NA,Q6814428,+1984-12-01T00:00:00Z,+1997-05-12T00:00:00Z,Q56649112,Q6370069,NA,NA,0
Q6198096,+1936-12-07T00:00:00Z,Q707030,NA,Q18912794,+1975-12-13T00:00:00Z,+1980-10-18T00:00:00Z,Q2973434,Q6248727,Q5311860,NA,0
Q6198202,+1934-09-15T00:00:00Z,Q7646816,NA,Q18912794,+1983-03-05T00:00:00Z,+1996-03-02T00:00:00Z,Q1073695,Q5525646,Q6939440,NA,0
Q61983633,+1963-03-16T00:00:00Z,Q339527,NA,Q6814428,+2019-03-06T00:00:00Z,NA,Q56649108,NA,Q5231953,NA,0
Q61983642,+1983-11-01T00:00:00Z,Q5328965,NA,Q6814428,+2019-03-06T00:00:00Z,NA,Q56649112,NA,Q6110750,NA,0
