names,page,first_name,title,electorate,house,party
Hunter,https://members.parliament.sa.gov.au/Detail.aspx?pid=3840,Robert,Mr,Murray,House of Assembly,Unknown
Hurley,https://members.parliament.sa.gov.au/Detail.aspx?pid=533,Annette,Ms,Napier,House of Assembly,Australian Labor Party
Hurst,https://members.parliament.sa.gov.au/Detail.aspx?pid=3841,Reginald,Mr,Semaphore,House of Assembly,Australian Labor Party
Hussey,https://members.parliament.sa.gov.au/Detail.aspx?pid=3842,Charles,Mr,Encounter Bay,House of Assembly,Unknown
Hussey,https://members.parliament.sa.gov.au/Detail.aspx?pid=3758,George,Mr,Sturt,House of Assembly,Unknown
Hutchens CBE,https://members.parliament.sa.gov.au/Detail.aspx?pid=3759,Cyril,Hon,Hindmarsh,House of Assembly,Australian Labor Party
Hutchison,https://members.parliament.sa.gov.au/Detail.aspx?pid=2540,Colleen,Mrs,Stuart,House of Assembly,Australian Labor Party
Hutchison,https://members.parliament.sa.gov.au/Detail.aspx?pid=3760,James,Hon,East Adelaide,House of Assembly,Represented multiple parties
Illingworth,https://members.parliament.sa.gov.au/Detail.aspx?pid=3761,George,Mr,Goodwood,House of Assembly,Unknown
Ingerson,https://members.parliament.sa.gov.au/Detail.aspx?pid=612,Graham,Hon,Bragg,House of Assembly,Liberal Party
Ingleby,https://members.parliament.sa.gov.au/Detail.aspx?pid=3762,John,Mr,Victoria,House of Assembly,Unknown
Inkster,https://members.parliament.sa.gov.au/Detail.aspx?pid=3763,Arthur,Mr,Flinders,House of Assembly,Unknown
Irwin,https://members.parliament.sa.gov.au/Detail.aspx?pid=632,Jamie,Hon,Served in Multiple Electorates,Legislative Council,Liberal Party
Jackson,https://members.parliament.sa.gov.au/Detail.aspx?pid=3764,Harry,Mr,Served in Multiple Electorates,House of Assembly,Represented multiple parties
Jackson,https://members.parliament.sa.gov.au/Detail.aspx?pid=4079,John,Mr,unknown,Legislative Council,Unknown
James,https://members.parliament.sa.gov.au/Detail.aspx?pid=3765,David,Mr,Wooroora,House of Assembly,Unknown
Jamieson,https://members.parliament.sa.gov.au/Detail.aspx?pid=3766,William,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Jeffcott,https://members.parliament.sa.gov.au/Detail.aspx?pid=4080,Sir John, ,unknown,Legislative Council,Unknown
Jeffries,https://members.parliament.sa.gov.au/Detail.aspx?pid=3767,Sir Shirley,Hon,Served in Multiple Electorates,House of Assembly,Liberal and Country League
Jelley,https://members.parliament.sa.gov.au/Detail.aspx?pid=4081,David,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Jelley,https://members.parliament.sa.gov.au/Detail.aspx?pid=4082,James,Hon,Served in Multiple Electorates,Legislative Council,Unknown
Jenkins,https://members.parliament.sa.gov.au/Detail.aspx?pid=3875,John,Hon,Served in Multiple Electorates,House of Assembly,Pre-Party System
Jenkins,https://members.parliament.sa.gov.au/Detail.aspx?pid=3876,William,Mr,Stirling,House of Assembly,LCL
Jenkins KBE,https://members.parliament.sa.gov.au/Detail.aspx?pid=3843,Sir George,Hon,Served in Multiple Electorates,House of Assembly,LCL
Jennings,https://members.parliament.sa.gov.au/Detail.aspx?pid=2596,Jack,Mr,Served in Multiple Electorates,House of Assembly,Australian Labor Party
Jettner,https://members.parliament.sa.gov.au/Detail.aspx?pid=3877,Francis,Mr,Burra Burra,House of Assembly,Unknown
Jickling,https://members.parliament.sa.gov.au/Detail.aspx?pid=4083,Henry,Mr,unknown,Legislative Council,Unknown
Johnson,https://members.parliament.sa.gov.au/Detail.aspx?pid=3878,Joseph,Mr,Onkaparinga,House of Assembly,Unknown
Johnson,https://members.parliament.sa.gov.au/Detail.aspx?pid=3879,Thomas,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Jonas,https://members.parliament.sa.gov.au/Detail.aspx?pid=3880,John,Mr,Port Adelaide,House of Assembly,Unknown
Jude,https://members.parliament.sa.gov.au/Detail.aspx?pid=4084,Sir Norman,Hon,Served in Multiple Electorates,Legislative Council,Represented multiple parties
Kanck,https://members.parliament.sa.gov.au/Detail.aspx?pid=625,Sandra,Hon,Unknown,Legislative Council,Democrats
Kandelaars,https://members.parliament.sa.gov.au/Detail.aspx?pid=4564,Gerry,Hon,Unknown,Legislative Council,Australian Labor Party
Kay,https://members.parliament.sa.gov.au/Detail.aspx?pid=3881,William,Mr,East Adelaide,House of Assembly,Unknown
Kearney,https://members.parliament.sa.gov.au/Detail.aspx?pid=3882,Beasley,Mr,East Torrens,House of Assembly,Unknown
Kelly,https://members.parliament.sa.gov.au/Detail.aspx?pid=3883,Hugh,Mr,Wooroora,House of Assembly,Unknown
Kelly,https://members.parliament.sa.gov.au/Detail.aspx?pid=3884,John,Mr,Encounter Bay,House of Assembly,Unknown
Kelly,https://members.parliament.sa.gov.au/Detail.aspx?pid=3885,Robert,Mr,Wooroora,House of Assembly,Unknown
Kemp,https://members.parliament.sa.gov.au/Detail.aspx?pid=4024,Henry,Mr,Served in Multiple Electorates,Legislative Council,Liberal and Country League
Keneally,https://members.parliament.sa.gov.au/Detail.aspx?pid=2541,Gavin,Hon,Stuart,House of Assembly,Australian Labor Party
Kenyon,https://members.parliament.sa.gov.au/Detail.aspx?pid=3119,Tom,Hon,Newland,House of Assembly,Australian Labor Party
Keogh,https://members.parliament.sa.gov.au/Detail.aspx?pid=3886,Francis,Mr,West Adelaide,House of Assembly,Unknown
Kerin,https://members.parliament.sa.gov.au/Detail.aspx?pid=544,Rob,Hon,Frome,House of Assembly,Liberal Party
Key,https://members.parliament.sa.gov.au/Detail.aspx?pid=539,Steph,Hon,Served in Multiple Electorates,House of Assembly,Australian Labor Party
Kimber,https://members.parliament.sa.gov.au/Detail.aspx?pid=3887,Charles,Mr,Stanley,House of Assembly,Unknown
King,https://members.parliament.sa.gov.au/Detail.aspx?pid=3888,Harold,Mr,Chaffey,House of Assembly,LCL
King,https://members.parliament.sa.gov.au/Detail.aspx?pid=3889,Thomas,Mr,Sturt,House of Assembly,Unknown
King AC QC,https://members.parliament.sa.gov.au/Detail.aspx?pid=2542,Leonard,Hon,Coles,House of Assembly,Australian Labor Party
Kingston,https://members.parliament.sa.gov.au/Detail.aspx?pid=4176,Sir George, ,Served in Multiple Electorates,Represented multiple houses,Pre-Party System
Kingston KC,https://members.parliament.sa.gov.au/Detail.aspx?pid=4163,Charles,Rt Hon,Served in Multiple Electorates,Represented multiple houses,Represented multiple parties
Kirkpatrick,https://members.parliament.sa.gov.au/Detail.aspx?pid=4177,Andrew,Hon,Served in Multiple Electorates,Represented multiple houses,Unknown
Klauer,https://members.parliament.sa.gov.au/Detail.aspx?pid=4025,Ernest,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Klunder,https://members.parliament.sa.gov.au/Detail.aspx?pid=2543,John,Mr,Served in Multiple Electorates,House of Assembly,Australian Labor Party
Kneebone,https://members.parliament.sa.gov.au/Detail.aspx?pid=2544,Alfred,Hon,Served in Multiple Electorates,Legislative Council,Australian Labor Party
Kneebone,https://members.parliament.sa.gov.au/Detail.aspx?pid=3890,Henry,Mr,East Torrens,House of Assembly,Unknown
Kotz,https://members.parliament.sa.gov.au/Detail.aspx?pid=564,Dorothy,Hon,Newland,House of Assembly,Liberal Party
Krichauff,https://members.parliament.sa.gov.au/Detail.aspx?pid=4178,Friedrich,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Lacey,https://members.parliament.sa.gov.au/Detail.aspx?pid=3891,Andrew,Mr,Port Pirie,House of Assembly,Australian Labor Party
Laffer,https://members.parliament.sa.gov.au/Detail.aspx?pid=3892,George,Hon,Alexandra,House of Assembly,Represented multiple parties
Laidlaw AM,https://members.parliament.sa.gov.au/Detail.aspx?pid=590,Diana,Hon,Unknown,Legislative Council,Liberal Party
Laidlaw AO,https://members.parliament.sa.gov.au/Detail.aspx?pid=2545,Donald,Hon,Served in Multiple Electorates,Legislative Council,Liberal Party
Lake,https://members.parliament.sa.gov.au/Detail.aspx?pid=3893,George,Mr,Burra,House of Assembly,Unknown
Lake,https://members.parliament.sa.gov.au/Detail.aspx?pid=3894,James,Mr,Barossa,House of Assembly,Unknown
Lamshed,https://members.parliament.sa.gov.au/Detail.aspx?pid=3895,Henry,Mr,Yorke Peninsula,House of Assembly,Unknown
Landseer,https://members.parliament.sa.gov.au/Detail.aspx?pid=3896,Albert,Mr,Mount Barker,House of Assembly,Unknown
Langdon,https://members.parliament.sa.gov.au/Detail.aspx?pid=3897,Jules,Mr,Thebarton,House of Assembly,Unknown
Langley AM,https://members.parliament.sa.gov.au/Detail.aspx?pid=2608,Gil,Mr,Unley,House of Assembly,Australian Labor Party
Laucke KCMG,https://members.parliament.sa.gov.au/Detail.aspx?pid=2589,Sir Condor,Hon,Barossa,House of Assembly,Represented multiple parties
Laurie,https://members.parliament.sa.gov.au/Detail.aspx?pid=3898,James,Mr,Victoria,House of Assembly,Unknown
Lawn,https://members.parliament.sa.gov.au/Detail.aspx?pid=3899,Samuel,Mr,Adelaide,House of Assembly,Australian Labor Party
Lawson RFD QC,https://members.parliament.sa.gov.au/Detail.aspx?pid=603,Robert,Hon,Served in Multiple Electorates,Legislative Council,Liberal Party
Leake,https://members.parliament.sa.gov.au/Detail.aspx?pid=3900,Robert,Mr,Victoria,House of Assembly,Unknown
Leggett,https://members.parliament.sa.gov.au/Detail.aspx?pid=2546,Stewart,Mr,Hanson,House of Assembly,Liberal Party
Lenehan,https://members.parliament.sa.gov.au/Detail.aspx?pid=2547,Susan,Hon,Mawson,House of Assembly,Australian Labor Party
Lennon,https://members.parliament.sa.gov.au/Detail.aspx?pid=3901,William,Mr,The Burra and Clare,House of Assembly,Unknown
Levy AO,https://members.parliament.sa.gov.au/Detail.aspx?pid=2548,Anne,Hon,Unknown,Legislative Council,Australian Labor Party
Lewis,https://members.parliament.sa.gov.au/Detail.aspx?pid=4236,John,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Lewis,https://members.parliament.sa.gov.au/Detail.aspx?pid=541,Peter,Hon,Served in Multiple Electorates,House of Assembly,Represented multiple parties
Lewis,https://members.parliament.sa.gov.au/Detail.aspx?pid=3902,William,Mr,Light,House of Assembly,Unknown
Lindsay,https://members.parliament.sa.gov.au/Detail.aspx?pid=3903,Arthur,Mr,Encounter Bay,House of Assembly,Unknown
Lindsay,https://members.parliament.sa.gov.au/Detail.aspx?pid=3904,Charles,Mr,Flinders,House of Assembly,Unknown
Lindsay,https://members.parliament.sa.gov.au/Detail.aspx?pid=3905,John,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Livingston,https://members.parliament.sa.gov.au/Detail.aspx?pid=3667,Daniel,Mr,Victoria,House of Assembly,Unknown
Livingston,https://members.parliament.sa.gov.au/Detail.aspx?pid=3668,John,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Lomax-Smith AM,https://members.parliament.sa.gov.au/Detail.aspx?pid=1806,Jane,Hon Dr,Adelaide,House of Assembly,Australian Labor Party
Loveday,https://members.parliament.sa.gov.au/Detail.aspx?pid=3669,Ronald,Hon,Whyalla,House of Assembly,Australian Labor Party
Lucas,https://members.parliament.sa.gov.au/Detail.aspx?pid=4085,Sir Edward,Hon,Served in Multiple Electorates,Legislative Council,Unknown
Lyons,https://members.parliament.sa.gov.au/Detail.aspx?pid=3670,Herbert,Mr,Barossa,House of Assembly,Unknown
Lyons,https://members.parliament.sa.gov.au/Detail.aspx?pid=3671,John,Mr,Served in Multiple Electorates,House of Assembly,Liberal Country Pact
MacDermott,https://members.parliament.sa.gov.au/Detail.aspx?pid=4179,Marshall,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
MacDonald,https://members.parliament.sa.gov.au/Detail.aspx?pid=4087,James,Mr,unknown,Legislative Council,Unknown
MacGillivray,https://members.parliament.sa.gov.au/Detail.aspx?pid=3637,Ivor,Mr,Port Adelaide,House of Assembly,Represented multiple parties
Macgillivray,https://members.parliament.sa.gov.au/Detail.aspx?pid=4018,William,Mr,Chaffey,House of Assembly,Independent
Madge,https://members.parliament.sa.gov.au/Detail.aspx?pid=3588,Matthew,Mr,Wallaroo,House of Assembly,Unknown
Magarey,https://members.parliament.sa.gov.au/Detail.aspx?pid=4115,Sylvanus,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Magarey,https://members.parliament.sa.gov.au/Detail.aspx?pid=4181,Thomas,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Magarey,https://members.parliament.sa.gov.au/Detail.aspx?pid=3589,William,Mr,West Torrens,House of Assembly,Unknown
Mair,https://members.parliament.sa.gov.au/Detail.aspx?pid=3676,William,Mr,The Sturt,House of Assembly,Unknown
Mann,https://members.parliament.sa.gov.au/Detail.aspx?pid=4116,Charles,Mr,Unknown,Legislative Council,Unknown
Mann QC,https://members.parliament.sa.gov.au/Detail.aspx?pid=3677,Charles,Hon,Served in Multiple Electorates,House of Assembly,Unknown
Marks,https://members.parliament.sa.gov.au/Detail.aspx?pid=3678,Morris,Mr,The Burra and Clare,House of Assembly,Unknown
Martin,https://members.parliament.sa.gov.au/Detail.aspx?pid=4182,James,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Mathwin OAM,https://members.parliament.sa.gov.au/Detail.aspx?pid=2549,John,Mr,Served in Multiple Electorates,House of Assembly,Represented multiple parties
Matthew,https://members.parliament.sa.gov.au/Detail.aspx?pid=558,Wayne,Hon,Bright,House of Assembly,Liberal Party
Mattinson,https://members.parliament.sa.gov.au/Detail.aspx?pid=3679,William,Mr,Port Adelaide,House of Assembly,Unknown
Maturin CB,https://members.parliament.sa.gov.au/Detail.aspx?pid=4183,William,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Mayes,https://members.parliament.sa.gov.au/Detail.aspx?pid=2550,Kym,Hon,Unley,House of Assembly,Australian Labor Party
Maywald,https://members.parliament.sa.gov.au/Detail.aspx?pid=1783,Karlene,Hon,Chaffey,House of Assembly,Nationals SA
McAlees,https://members.parliament.sa.gov.au/Detail.aspx?pid=3672,Edmund,Mr,Wallaroo,House of Assembly,Australian Labor Party
McAnaney,https://members.parliament.sa.gov.au/Detail.aspx?pid=3673,William,Mr,Served in Multiple Electorates,House of Assembly,LCL
McArthur,https://members.parliament.sa.gov.au/Detail.aspx?pid=3632,Arthur,Mr,East Torrens,House of Assembly,Unknown
McCallum,https://members.parliament.sa.gov.au/Detail.aspx?pid=4086,Thomas,Mr,Served in Multiple Electorates,Legislative Council,Unknown
McCulloch,https://members.parliament.sa.gov.au/Detail.aspx?pid=3633,Alexander,Mr,The Burra,House of Assembly,Unknown
McDonald,https://members.parliament.sa.gov.au/Detail.aspx?pid=3634,Alexander,Mr,Served in Multiple Electorates,House of Assembly,Unknown
McDonald,https://members.parliament.sa.gov.au/Detail.aspx?pid=3635,Archibald,Mr,Served in Multiple Electorates,House of Assembly,Unknown
McEllister,https://members.parliament.sa.gov.au/Detail.aspx?pid=4180,Edward,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
McEwen,https://members.parliament.sa.gov.au/Detail.aspx?pid=560,Rory,Hon,Served in Multiple Electorates,House of Assembly,Independent
McEwin KBE,https://members.parliament.sa.gov.au/Detail.aspx?pid=4088,Sir Lyell,Hon,Served in Multiple Electorates,Legislative Council,Liberal and Country League
McFarlane,https://members.parliament.sa.gov.au/Detail.aspx?pid=3636,Allan,Mr,Served in Multiple Electorates,House of Assembly,Unknown
McFetridge,https://members.parliament.sa.gov.au/Detail.aspx?pid=1807,Duncan,Dr,Morphett,House of Assembly,Represented multiple parties
McGregor,https://members.parliament.sa.gov.au/Detail.aspx?pid=4089,Gregor,Hon,Served in Multiple Electorates,Legislative Council,Australian Labor Party
McHugh,https://members.parliament.sa.gov.au/Detail.aspx?pid=3638,Sydney,Mr,Served in Multiple Electorates,House of Assembly,Australian Labor Party
McInnes,https://members.parliament.sa.gov.au/Detail.aspx?pid=3639,John,Hon,Served in Multiple Electorates,House of Assembly,Australian Labor Party
McIntosh KBE,https://members.parliament.sa.gov.au/Detail.aspx?pid=3640,Sir Malcolm,Hon,Albert,House of Assembly,LCL
McKee,https://members.parliament.sa.gov.au/Detail.aspx?pid=2551,Colin,Mr,Gilles,House of Assembly,Australian Labor Party
McKee,https://members.parliament.sa.gov.au/Detail.aspx?pid=2552,David,Hon,Served in Multiple Electorates,House of Assembly,Australian Labor Party
McKenzie,https://members.parliament.sa.gov.au/Detail.aspx?pid=3674,David,Mr,Flinders,House of Assembly,Unknown
McKenzie,https://members.parliament.sa.gov.au/Detail.aspx?pid=4019,Richard,Mr,Murray,House of Assembly,Represented multiple parties
McLachlan,https://members.parliament.sa.gov.au/Detail.aspx?pid=3584,Roy,Mr,Victoria,House of Assembly,Unknown
McLachlan CSC,https://members.parliament.sa.gov.au/Detail.aspx?pid=4866,Andrew,Mr,Unknown,Legislative Council,Liberal Party
McLachlan Jnr,https://members.parliament.sa.gov.au/Detail.aspx?pid=3583,James,Mr,Wooroora,House of Assembly,Unknown
McLachlan Snr,https://members.parliament.sa.gov.au/Detail.aspx?pid=3675,James,Mr,Wooroora,House of Assembly,Unknown
McLeay KCMG MM,https://members.parliament.sa.gov.au/Detail.aspx?pid=3585,Sir John,Hon,Unley,House of Assembly,Independent
McMillan,https://members.parliament.sa.gov.au/Detail.aspx?pid=3586,Frederick,Mr,Albert,House of Assembly,Unknown
McPherson,https://members.parliament.sa.gov.au/Detail.aspx?pid=3587,John,Mr,East Adelaide,House of Assembly,Unknown
McRae,https://members.parliament.sa.gov.au/Detail.aspx?pid=2553,Terence,Mr,Playford,House of Assembly,Australian Labor Party
Meier,https://members.parliament.sa.gov.au/Detail.aspx?pid=554,John,Mr,Goyder,House of Assembly,Liberal Party
Melrose,https://members.parliament.sa.gov.au/Detail.aspx?pid=4184,Alexander,Mr,Served in Multiple Electorates,Represented multiple houses,LCL
Melrose,https://members.parliament.sa.gov.au/Detail.aspx?pid=4026,Robert,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Michael,https://members.parliament.sa.gov.au/Detail.aspx?pid=3680,Herbert,Mr,Light,House of Assembly,LCL
Mildred,https://members.parliament.sa.gov.au/Detail.aspx?pid=3681,Henry,Mr,East Torrens,House of Assembly,Unknown
Mildred,https://members.parliament.sa.gov.au/Detail.aspx?pid=4185,Henry,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Miller,https://members.parliament.sa.gov.au/Detail.aspx?pid=3682,John,Mr,Stanley,House of Assembly,Unknown
Miller,https://members.parliament.sa.gov.au/Detail.aspx?pid=3683,William,Mr,Burra Burra,House of Assembly,Unknown
Millhouse,https://members.parliament.sa.gov.au/Detail.aspx?pid=2554,Robin,Hon,Served in Multiple Electorates,House of Assembly,Represented multiple parties
Mills,https://members.parliament.sa.gov.au/Detail.aspx?pid=4027,William,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Milne,https://members.parliament.sa.gov.au/Detail.aspx?pid=2598,Lance,Hon,Served in Multiple Electorates,Unknown,Democrats
Milne,https://members.parliament.sa.gov.au/Detail.aspx?pid=4207,Sir William,Hon,Served in Multiple Electorates,Represented multiple houses,Unknown
Mitchell,https://members.parliament.sa.gov.au/Detail.aspx?pid=3684,Samuel,Mr,Northern Territory,House of Assembly,Unknown
Moir,https://members.parliament.sa.gov.au/Detail.aspx?pid=3685,Albert,Mr,Norwood,House of Assembly,Liberal and Country League
Moody,https://members.parliament.sa.gov.au/Detail.aspx?pid=3686,David,Mr,Light,House of Assembly,Unknown
Moorhouse,https://members.parliament.sa.gov.au/Detail.aspx?pid=3687,Matthew,Mr,City of Adelaide,House of Assembly,Unknown
Morgan KCMG,https://members.parliament.sa.gov.au/Detail.aspx?pid=4028,Sir William,Hon,Served in Multiple Electorates,Legislative Council,Pre-Party System
Morphett,https://members.parliament.sa.gov.au/Detail.aspx?pid=3688,George,Mr,West Torrens,House of Assembly,Unknown
Morphett,https://members.parliament.sa.gov.au/Detail.aspx?pid=3689,George,Mr,Murray,House of Assembly,Unknown
Morphett,https://members.parliament.sa.gov.au/Detail.aspx?pid=4029,Sir John, ,Served in Multiple Electorates,Legislative Council,Pre-Party System
Morris,https://members.parliament.sa.gov.au/Detail.aspx?pid=4117,Charles,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Morris,https://members.parliament.sa.gov.au/Detail.aspx?pid=3690,James,Mr,Victoria,House of Assembly,Unknown
Morrow,https://members.parliament.sa.gov.au/Detail.aspx?pid=4118,William,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Mortlock,https://members.parliament.sa.gov.au/Detail.aspx?pid=3906,William,Mr,Flinders,House of Assembly,Unknown
Mortlock,https://members.parliament.sa.gov.au/Detail.aspx?pid=3907,William,Mr,Flinders,House of Assembly,Unknown
Moseley CMG,https://members.parliament.sa.gov.au/Detail.aspx?pid=3908,James,Mr,Flinders,House of Assembly,Unknown
Moulden,https://members.parliament.sa.gov.au/Detail.aspx?pid=4208,Beaumont,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Moule,https://members.parliament.sa.gov.au/Detail.aspx?pid=3909,John,Mr,Flinders,House of Assembly,Unknown
Mowbray,https://members.parliament.sa.gov.au/Detail.aspx?pid=4119,Reuben,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Moyle,https://members.parliament.sa.gov.au/Detail.aspx?pid=3809,Henry,Mr,Light,House of Assembly,Unknown
Muecke,https://members.parliament.sa.gov.au/Detail.aspx?pid=4120,Hugo,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Mundy,https://members.parliament.sa.gov.au/Detail.aspx?pid=4121,Alfred,Mr,unknown,Legislative Council,Unknown
Murray,https://members.parliament.sa.gov.au/Detail.aspx?pid=4209,Alexander,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Murray,https://members.parliament.sa.gov.au/Detail.aspx?pid=3810,Alexander,Mr,The Sturt,House of Assembly,Unknown
Murray,https://members.parliament.sa.gov.au/Detail.aspx?pid=4210,David,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Myles,https://members.parliament.sa.gov.au/Detail.aspx?pid=3811,Charles,Mr,Noarlunga,House of Assembly,Unknown
Nankivell,https://members.parliament.sa.gov.au/Detail.aspx?pid=2555,William,Mr,Served in Multiple Electorates,House of Assembly,Represented multiple parties
Nash,https://members.parliament.sa.gov.au/Detail.aspx?pid=3812,Benjamin,Mr,West Torrens,House of Assembly,Unknown
Neales,https://members.parliament.sa.gov.au/Detail.aspx?pid=4211,John,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Newland,https://members.parliament.sa.gov.au/Detail.aspx?pid=4122,Richard,Mr,unknown,Legislative Council,Unknown
Newland CMG,https://members.parliament.sa.gov.au/Detail.aspx?pid=3910,Simpson,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Newland KCMG CBE,https://members.parliament.sa.gov.au/Detail.aspx?pid=3701,Sir John,Hon,Burra Burra,House of Assembly,Australian Labor Party
Newland OBE MC DCM,https://members.parliament.sa.gov.au/Detail.aspx?pid=3911,Victor,Mr,North Adelaide,House of Assembly,Unknown
Nicholls,https://members.parliament.sa.gov.au/Detail.aspx?pid=3912,Sir Robert,Hon,Served in Multiple Electorates,House of Assembly,Represented multiple parties
Nicholson,https://members.parliament.sa.gov.au/Detail.aspx?pid=3844,Leslie,Mr,Light,House of Assembly,LCL
Nieass,https://members.parliament.sa.gov.au/Detail.aspx?pid=3845,Frank,Mr,Served in Multiple Electorates,House of Assembly,Australian Labor Party
Nocella,https://members.parliament.sa.gov.au/Detail.aspx?pid=2556,Paolo,Mr,Served in Multiple Electorates,Legislative Council,Australian Labor Party
Nock,https://members.parliament.sa.gov.au/Detail.aspx?pid=3846,David,Mr,Light,House of Assembly,Unknown
O'Brien,https://members.parliament.sa.gov.au/Detail.aspx?pid=1808,Michael,Mr,Napier,House of Assembly,Australian Labor Party
O'Connor,https://members.parliament.sa.gov.au/Detail.aspx?pid=3847,John,Mr,Flinders,House of Assembly,Unknown
O'Connor,https://members.parliament.sa.gov.au/Detail.aspx?pid=3848,Richard,Mr,Albert,House of Assembly,Unknown
O'Flaherty,https://members.parliament.sa.gov.au/Detail.aspx?pid=3849,Sidney,Mr,Murray,House of Assembly,Australian Labor Party
O'Halloran,https://members.parliament.sa.gov.au/Detail.aspx?pid=3850,Michael,Mr,Served in Multiple Electorates,House of Assembly,Australian Labor Party
O'Halloran,https://members.parliament.sa.gov.au/Detail.aspx?pid=4125,Thomas,Major,Served in Multiple Electorates,Legislative Council,Unknown
O'Loghlin VD,https://members.parliament.sa.gov.au/Detail.aspx?pid=4212,James,Hon,Served in Multiple Electorates,Represented multiple houses,Australian Labor Party
O'Loughlin,https://members.parliament.sa.gov.au/Detail.aspx?pid=3851,Laurence,Hon,Served in Multiple Electorates,House of Assembly,Represented multiple parties
O'Malley,https://members.parliament.sa.gov.au/Detail.aspx?pid=3863,King,Hon,Encounter Bay,House of Assembly,Pre-Party System
O'Neill,https://members.parliament.sa.gov.au/Detail.aspx?pid=3864,Harold,Mr,Florey,House of Assembly,Australian Labor Party
Oates,https://members.parliament.sa.gov.au/Detail.aspx?pid=4123,Edgar,Mr,Served in Multiple Electorates,Legislative Council,Australian Labor Party
Octoman,https://members.parliament.sa.gov.au/Detail.aspx?pid=4124,Charles,Mr,Served in Multiple Electorates,Legislative Council,LCL
Olsen AO,https://members.parliament.sa.gov.au/Detail.aspx?pid=615,John,Hon,Served in Multiple Electorates,House of Assembly,Liberal Party
Olson,https://members.parliament.sa.gov.au/Detail.aspx?pid=2557,Jack,Mr,Semaphore,House of Assembly,Australian Labor Party
Osman,https://members.parliament.sa.gov.au/Detail.aspx?pid=3865,John,Mr,Victoria,House of Assembly,Unknown
Oswald,https://members.parliament.sa.gov.au/Detail.aspx?pid=616,John,Hon,Morphett,House of Assembly,Liberal Party
Owen,https://members.parliament.sa.gov.au/Detail.aspx?pid=3866,William,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Packham,https://members.parliament.sa.gov.au/Detail.aspx?pid=3867,David,Mr,East Torrens,House of Assembly,Unknown
Paech,https://members.parliament.sa.gov.au/Detail.aspx?pid=3868,Friedrich,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Paltridge,https://members.parliament.sa.gov.au/Detail.aspx?pid=3869,William,Mr,Victoria,House of Assembly,Unknown
Parish,https://members.parliament.sa.gov.au/Detail.aspx?pid=3870,Maurice,Mr,Murray,House of Assembly,Unknown
Parkin,https://members.parliament.sa.gov.au/Detail.aspx?pid=4213,William,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Parsons,https://members.parliament.sa.gov.au/Detail.aspx?pid=4166,John,Hon,Served in Multiple Electorates,Represented multiple houses,Unknown
Parsons KBE KC,https://members.parliament.sa.gov.au/Detail.aspx?pid=3871,Sir Angas,Hon,Served in Multiple Electorates,House of Assembly,Unknown
Pascoe,https://members.parliament.sa.gov.au/Detail.aspx?pid=4126,Thomas,Hon,Served in Multiple Electorates,Legislative Council,Unknown
Pattinson KBE,https://members.parliament.sa.gov.au/Detail.aspx?pid=3872,Sir Baden,Hon,Served in Multiple Electorates,House of Assembly,LCL
Payne,https://members.parliament.sa.gov.au/Detail.aspx?pid=2558,Ronald,Hon,Mitchell,House of Assembly,Australian Labor Party
Peacock,https://members.parliament.sa.gov.au/Detail.aspx?pid=3873,Caleb,Mr,North Adelaide,House of Assembly,Unknown
Peacock,https://members.parliament.sa.gov.au/Detail.aspx?pid=3874,Joseph,Mr,The Sturt,House of Assembly,Unknown
Peacock,https://members.parliament.sa.gov.au/Detail.aspx?pid=4127,William,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Peake,https://members.parliament.sa.gov.au/Detail.aspx?pid=3913,Archibald,Hon,Served in Multiple Electorates,House of Assembly,Represented multiple parties
